framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,beam_width,attn_dtype,kv_cache_dtype,step,latency
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,4,1,8,4,256,1,bfloat16,bfloat16,63,0.0074346667776505155
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,16,8,256,1,bfloat16,bfloat16,8191,0.30322132507960003
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,32,8,128,1,bfloat16,bfloat16,1,0.00895999992887179
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,128,1,8,1,256,1,bfloat16,bfloat16,1023,0.027493332823117573
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,12,4,128,1,bfloat16,bfloat16,1,0.006831999868154526
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,512,1,24,4,128,1,bfloat16,bfloat16,3,0.025173333783944447
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,4,1,12,4,128,1,bfloat16,bfloat16,1023,0.008767999708652496
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,16,1,24,2,128,1,bfloat16,bfloat16,31,0.007247999931375186
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,4,1,48,8,256,1,bfloat16,bfloat16,1,0.00721066693464915
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2048,1,1,1,256,1,bfloat16,bfloat16,7,0.041690667470296226
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,256,1,8,8,256,1,bfloat16,bfloat16,3,0.05276266733805338
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2048,1,2,2,256,1,bfloat16,bfloat16,15,0.0764213353395462
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,128,1,8,8,128,1,bfloat16,bfloat16,255,0.03389333436886469
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2,1,4,1,128,1,bfloat16,bfloat16,4095,0.008853333070874214
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,4,1,64,8,128,1,bfloat16,bfloat16,2047,0.010874666273593903
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1024,1,16,8,256,1,bfloat16,bfloat16,3,0.1428053379058838
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,2048,1,2,1,256,1,bfloat16,bfloat16,1,0.042405332128206887
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,64,1,12,4,128,1,bfloat16,bfloat16,31,0.008799999952316284
