framework,version,device,op_name,kernel_source,allreduce_dtype,num_gpus,message_size,latency,backend
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,128,0.006578559875488281,vllm_graph
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,2,128,0.021164801120758057,vllm_eager
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,256,0.006605439782142638,vllm_graph
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,2,256,0.020905919075012207,vllm_eager
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,512,0.006618880033493042,vllm_graph
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,2,512,0.020730879306793213,vllm_eager
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,1024,0.0068291199207305905,vllm_graph
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,2,1024,0.020783040523529053,vllm_eager
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,2048,0.006806719899177552,vllm_graph
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,2,2048,0.021037120819091797,vllm_eager
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,4096,0.006968320012092591,vllm_graph
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,2,4096,0.020904960632324218,vllm_eager
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,8192,0.007010560035705567,vllm_graph
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,2,8192,0.021103999614715575,vllm_eager
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,16384,0.00701632022857666,vllm_graph
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,2,16384,0.020613439083099365,vllm_eager
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,32768,0.006982399821281434,vllm_graph
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,2,32768,0.02040447950363159,vllm_eager
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,65536,0.007385600209236146,vllm_graph
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,2,65536,0.020154879093170167,vllm_eager
