framework,version,device,op_name,kernel_source,moe_dtype,num_tokens,hidden_size,inter_size,topk,num_experts,moe_tp_size,moe_ep_size,distribution,latency
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,1,7168,2048,8,384,16,1,balanced,0.05816000203291575
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,2,7168,2048,8,384,16,1,balanced,0.06299733122189839
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,4,7168,2048,8,384,16,1,balanced,0.09332266449928284
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,8,7168,2048,8,384,16,1,balanced,0.1434453328450521
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,16,7168,2048,8,384,16,1,balanced,0.26073066393534344
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,32,7168,2048,8,384,16,1,balanced,0.49326932430267334
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,48,7168,2048,8,384,16,1,balanced,0.7190293471018473
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,64,7168,2048,8,384,16,1,balanced,0.7050666809082031
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,80,7168,2048,8,384,16,1,balanced,0.7569493452707926
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,96,7168,2048,8,384,16,1,balanced,0.8827040195465088
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,128,7168,2048,8,384,16,1,balanced,0.9144533475240072
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,160,7168,2048,8,384,16,1,balanced,1.0541333357493083
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,192,7168,2048,8,384,16,1,balanced,1.1359893480936687
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,256,7168,2048,8,384,16,1,balanced,1.3422187169392903
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,1,4096,1024,10,512,1,2,power_law_1.01,0.08540160059928895
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,2,4096,1024,10,512,1,2,power_law_1.01,0.0948415994644165
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,4,4096,1024,10,512,1,2,power_law_1.01,0.13935999870300292
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,8,4096,1024,10,512,1,2,power_law_1.01,0.24607999324798585
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,16,4096,1024,10,512,1,2,power_law_1.01,0.43751678466796873
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,32,4096,1024,10,512,1,2,power_law_1.01,0.6786047935485839
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,48,4096,1024,10,512,1,2,power_law_1.01,0.8454143524169921
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,1,7168,2048,8,384,1,64,power_law_1.2,0.09088640213012696
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,1,6144,2560,8,160,1,32,power_law_1.2,0.09353600144386291
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,64,4096,1024,10,512,1,2,power_law_1.01,1.1008640289306642
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,2,6144,2560,8,160,1,32,power_law_1.2,0.10346239805221558
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,80,4096,1024,10,512,1,2,power_law_1.01,1.2130304336547852
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,96,4096,1024,10,512,1,2,power_law_1.01,1.3623359680175782
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,2,7168,2048,8,384,1,64,power_law_1.2,0.0859008014202118
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,4,7168,2048,8,384,1,64,power_law_1.2,0.08923519849777221
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,128,4096,1024,10,512,1,2,power_law_1.01,1.6132095336914063
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,320,7168,2048,8,384,16,1,balanced,1.231760025024414
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,384,7168,2048,8,384,16,1,balanced,1.2351093292236328
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,512,7168,2048,8,384,16,1,balanced,1.2502506573994954
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,768,7168,2048,8,384,16,1,balanced,1.279530684153239
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,1024,7168,2048,8,384,16,1,balanced,1.3099093437194824
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,1536,7168,2048,8,384,16,1,balanced,1.3647732734680176
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,2048,7168,2048,8,384,16,1,balanced,1.4209225972493489
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,3072,7168,2048,8,384,16,1,balanced,1.5402720769246419
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,4096,7168,2048,8,384,16,1,balanced,2.565791924794515
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,6144,7168,2048,8,384,16,1,balanced,2.815002759297689
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,8192,7168,2048,8,384,16,1,balanced,3.93721071879069
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,12288,7168,2048,8,384,16,1,balanced,5.1619307200113935
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,16384,7168,2048,8,384,16,1,balanced,7.36729621887207
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,4,6144,2560,8,160,1,32,power_law_1.2,0.3178303956985474
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,8,6144,2560,8,160,1,32,power_law_1.2,0.3111680030822754
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,16,6144,2560,8,160,1,32,power_law_1.2,0.33372159004211427
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,8,7168,2048,8,384,1,64,power_law_1.2,0.3082815885543823
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,16,7168,2048,8,384,1,64,power_law_1.2,0.32967679500579833
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_fused_moe,fp8,1,3072,1536,8,256,2,1,power_law_1.2,0.026495999097824095
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,160,4096,1024,10,512,1,2,power_law_1.01,2.382828712463379
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_flashinfer_trtllm_moe_fp4,nvfp4,1,7168,2048,8,384,1,16,power_law_1.01,0.02389120012521744
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_flashinfer_trtllm_moe_fp4,nvfp4,1,7168,2048,8,384,8,1,power_law_1.01,0.022355200350284578
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_flashinfer_trtllm_moe_fp4,nvfp4,2,7168,2048,8,384,1,16,power_law_1.01,0.024403199553489685
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_flashinfer_trtllm_moe_fp4,nvfp4,1,7168,2048,8,384,1,8,power_law_1.01,0.024038399755954742
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_flashinfer_trtllm_moe_fp4,nvfp4,2,7168,2048,8,384,8,1,power_law_1.01,0.024089600145816802
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_flashinfer_trtllm_moe_fp4,nvfp4,4,7168,2048,8,384,1,16,power_law_1.01,0.024659200012683867
VLLM,0.20.0,NVIDIA B300 SXM6 AC,moe,vllm_marlin_int4_moe,int4_wo,192,4096,1024,10,512,1,2,power_law_1.01,2.602451133728027
