phase,workload_segment,counter_id,worker_id,dp_rank,ctx_tokens,ctx_requests,ctx_kv_tokens,decode_tokens,decode_requests,decode_kv_tokens,mean_decode_kv_tokens,queued_ctx_tokens,queued_ctx_requests,queued_decode_requests,queued_decode_kv_tokens,latency_ms
context,sweep,14,2827200795512286860,0,128,1,0,0,0,0,0.000,0,0,0,0,1646.437
context,sweep,18,2827200795512286860,0,4096,1,0,0,0,0,0.000,0,0,0,0,1976.076
context,sweep,19,2827200795512286860,0,1024,1,0,0,0,0,0.000,0,0,0,0,80.811
context,sweep,20,2827200795512286860,0,4096,1,0,0,0,0,0.000,0,0,0,0,114.739
context,sweep,21,2827200795512286860,0,128,1,0,0,0,0,0.000,0,0,0,0,32.956
context,sweep,22,2827200795512286860,0,1024,1,0,0,0,0,0.000,0,0,0,0,72.708
context,sweep,23,2827200795512286860,0,128,1,0,0,0,0,0.000,0,0,0,0,40.908
context,sweep,24,2827200795512286860,0,1024,1,0,0,0,0,0.000,0,0,0,0,72.475
context,sweep,25,2827200795512286860,0,4096,1,0,0,0,0,0.000,0,0,0,0,114.874
context,sweep,26,2827200795512286860,0,128,1,0,0,0,0,0.000,0,0,0,0,33.246
context,sweep,27,2827200795512286860,0,4096,1,0,0,0,0,0.000,0,0,0,0,122.256
context,sweep,28,2827200795512286860,0,1024,1,0,0,0,0,0.000,0,0,0,0,79.439
context,sweep,29,2827200795512286860,0,4096,1,0,0,0,0,0.000,0,0,0,0,114.800
context,sweep,36,2827200795512286860,0,4096,1,0,0,0,0,0.000,0,0,0,0,113.575
decode,sweep,37,2827200795512286860,0,0,0,0,1,1,4096,4096.000,0,0,0,0,206.125
decode,sweep,38,2827200795512286860,0,0,0,0,1,1,4097,4097.000,0,0,0,0,9.453
decode,sweep,39,2827200795512286860,0,0,0,0,1,1,4098,4098.000,0,0,0,0,9.537
decode,sweep,40,2827200795512286860,0,0,0,0,1,1,4099,4099.000,0,0,0,0,9.566
decode,sweep,41,2827200795512286860,0,0,0,0,1,1,4100,4100.000,0,0,0,0,9.552
decode,sweep,42,2827200795512286860,0,0,0,0,1,1,4101,4101.000,0,0,0,0,9.550
decode,sweep,43,2827200795512286860,0,0,0,0,1,1,4102,4102.000,0,0,0,0,9.647
context,sweep,50,2827200795512286860,0,4096,1,0,0,0,0,0.000,0,0,0,0,113.682
decode,sweep,51,2827200795512286860,0,0,0,0,1,1,4096,4096.000,0,0,0,0,366.222
mixed,sweep,52,2827200795512286860,0,4096,1,0,1,1,4097,4097.000,0,0,0,0,608.214
