framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,beam_width,attn_dtype,kv_cache_dtype,step,latency
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,8,1,12,4,128,1,bfloat16,fp8,1023,0.011168000598748526
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,4,1,12,2,256,1,bfloat16,fp8,32767,0.05148266752560934
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,2,1,40,4,128,1,bfloat16,fp8,16383,0.02316266546646754
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,64,1,24,4,128,1,bfloat16,fp8,255,0.014965333044528961
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,128,1,40,4,256,1,bfloat16,fp8,127,0.021482666333516438
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,4,1,24,4,256,1,bfloat16,fp8,3,0.008799999952316284
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,32,1,8,2,128,1,bfloat16,fp8,3,0.007061333085099856
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,64,1,8,8,256,1,bfloat16,fp8,2047,0.15468266606330872
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,2,1,4,2,256,1,bfloat16,fp8,31,0.008890666688481966
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,1,1,2,1,256,1,bfloat16,fp8,1,0.008714666590094566
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,1,1,24,8,256,1,bfloat16,fp8,255,0.011130666981140772
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,64,1,24,8,128,1,bfloat16,fp8,7,0.013077333569526672
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,512,1,8,2,128,1,bfloat16,fp8,31,0.019285333653291065
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,1024,1,32,4,128,1,bfloat16,fp8,31,0.054511999090512596
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,4,1,4,4,128,1,bfloat16,fp8,63,0.008661333471536636
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,64,1,64,4,128,1,bfloat16,fp8,511,0.019152000546455383
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,4,1,12,1,256,1,bfloat16,fp8,16383,0.025487999121348064
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,64,1,1,1,128,1,bfloat16,fp8,255,0.008965333302815756
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,2048,1,1,1,128,1,bfloat16,fp8,31,0.031317333380381264
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,64,1,48,8,256,1,bfloat16,fp8,3,0.021290667355060577
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,32,1,8,1,128,1,bfloat16,fp8,8191,0.027221334477265675
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,256,1,24,8,256,1,bfloat16,fp8,255,0.09913067022959392
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,1,1,8,1,128,1,bfloat16,fp8,2047,0.009029333169261614
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,8,1,16,2,128,1,bfloat16,fp8,15,0.0069866664707660675
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,2,1,16,1,128,1,bfloat16,fp8,2047,0.010911999891201654
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,16,1,40,8,128,1,bfloat16,fp8,31,0.008661333471536636
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,16,1,24,2,128,1,bfloat16,fp8,7,0.006981333096822103
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,32,1,40,8,256,1,bfloat16,fp8,511,0.029279999434947968
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,8,1,16,1,128,1,bfloat16,fp8,65535,0.04993600149949392
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,1024,1,8,8,256,1,bfloat16,fp8,63,0.21995733181635538
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,512,1,8,8,256,1,bfloat16,fp8,255,0.1855306625366211
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,64,1,48,8,256,1,bfloat16,fp8,7,0.020981334149837494
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,2048,1,64,8,128,1,bfloat16,fp8,31,0.19227200746536255
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,2048,1,16,2,128,1,bfloat16,fp8,3,0.053818667928377785
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,2048,1,64,4,256,1,bfloat16,fp8,7,0.2488053242365519
VLLM,0.20.0,NVIDIA B200,generation_attention,vllm_flashinfer,2048,1,8,1,256,1,bfloat16,fp8,31,0.059861332178115845
