framework,version,device,op_name,kernel_source,model,architecture,mla_dtype,kv_cache_dtype,gemm_type,num_heads,batch_size,isl,tp_size,step,latency
VLLM,0.20.0,NVIDIA B200,dsa_context_module,default,zai-org/GLM-5,GlmMoeDsaForCausalLM,bfloat16,fp8,nvfp4,4,16,1,1,0,2.1985
VLLM,0.20.0,NVIDIA B200,dsa_context_module,default,zai-org/GLM-5,GlmMoeDsaForCausalLM,bfloat16,fp8,nvfp4,64,64,1,1,0,2.0973
VLLM,0.20.0,NVIDIA B200,dsa_context_module,default,zai-org/GLM-5,GlmMoeDsaForCausalLM,bfloat16,bfloat16,bfloat16,8,1,1,1,0,1.1690
VLLM,0.20.0,NVIDIA B200,dsa_context_module,default,deepseek-ai/DeepSeek-V3.2,DeepseekV32ForCausalLM,bfloat16,bfloat16,bfloat16,32,16,1,1,0,1.2284
VLLM,0.20.0,NVIDIA B200,dsa_context_module,default,zai-org/GLM-5,GlmMoeDsaForCausalLM,fp8,fp8,bfloat16,8,64,1,1,0,1.2761
VLLM,0.20.0,NVIDIA B200,dsa_context_module,default,zai-org/GLM-5,GlmMoeDsaForCausalLM,bfloat16,fp8,nvfp4,64,1,1,1,0,2.0968
VLLM,0.20.0,NVIDIA B200,dsa_context_module,default,zai-org/GLM-5,GlmMoeDsaForCausalLM,bfloat16,bfloat16,fp8_block,16,16,1,1,0,2.1544
VLLM,0.20.0,NVIDIA B200,dsa_context_module,default,zai-org/GLM-5,GlmMoeDsaForCausalLM,bfloat16,fp8,fp8_block,32,32,1,1,0,2.3186
VLLM,0.20.0,NVIDIA B200,dsa_context_module,default,zai-org/GLM-5,GlmMoeDsaForCausalLM,bfloat16,fp8,fp8_block,4,128,1,1,0,2.1582
