num_context_tokens,num_decode_tokens,latency_ms
128,0,72.807
1024,0,19.009
4096,0,51.236
128,0,7.951
1024,0,17.877
4096,0,49.363
128,0,7.681
1024,0,17.682
4096,0,49.251
128,0,7.530
1024,0,17.526
4096,0,49.144
128,0,7.523
1024,0,17.573
4096,0,49.175
128,0,7.498
1024,0,17.517
4096,0,49.089
4096,0,52.543
0,1,4.493
0,1,4.497
0,1,4.529
0,1,4.549
0,1,4.494
0,1,4.552
0,1,4.517
4096,0,52.392
0,1,4.442
8191,1,97.231
4097,2,50.913
0,4,4.622
0,4,4.611
0,4,4.631
0,4,4.715
0,3,4.565
0,3,4.647
0,2,4.580
4096,0,52.744
0,1,4.411
8191,1,97.371
8190,2,96.650
8188,4,96.722
8186,6,97.760
8184,8,96.998
8182,10,96.793
8181,11,96.607
4138,13,51.221
0,14,5.024
0,12,4.979
0,10,4.953
0,8,4.717
0,6,4.719
0,4,4.626
0,2,4.534
4096,0,52.526
0,1,4.469
0,1,4.500
0,1,4.516
0,1,4.525
0,1,4.534
0,1,4.514
0,1,4.611
4096,0,52.818
0,1,4.374
8191,1,97.251
4097,2,50.930
0,4,4.631
0,4,4.617
0,4,4.626
0,4,4.748
0,3,4.526
0,3,4.656
0,2,4.564
4096,0,52.951
0,1,5.482
8191,1,96.291
8190,2,96.740
8188,4,96.728
8186,6,96.649
8184,8,96.747
8182,10,96.879
8181,11,96.669
4138,13,52.687
0,14,5.006
0,12,4.956
0,10,4.932
0,8,4.783
0,6,4.678
0,4,4.646
0,2,4.581
4096,0,52.532
0,1,4.433
0,1,4.537
0,1,4.571
0,1,4.471
0,1,4.524
0,1,4.516
0,1,4.564
8192,0,99.927
8190,2,97.066
2,3,8.880
0,4,4.600
0,4,4.688
0,4,4.596
0,4,4.634
0,4,4.754
0,2,4.535
0,1,4.469
4096,0,52.659
0,1,4.411
8191,1,97.386
8190,2,96.809
8188,4,96.856
8186,6,96.690
8184,8,96.738
8182,10,96.736
8181,11,96.413
4138,13,51.118
0,14,5.047
0,12,4.959
0,10,4.921
0,8,4.719
0,6,4.718
0,4,4.620
0,2,4.552
4096,0,52.649
0,1,4.474
0,1,4.499
0,1,4.542
0,1,4.519
0,1,4.541
0,1,4.533
0,1,4.556
4096,0,52.631
0,1,4.432
8191,1,97.441
4097,2,50.815
0,4,4.614
0,4,4.650
0,4,4.633
0,4,4.698
0,3,4.563
0,3,4.662
0,2,4.605
4096,0,52.529
0,1,4.415
8191,1,97.370
8190,2,96.915
8188,4,96.775
8186,6,96.668
8184,8,96.637
8182,10,96.726
8181,11,96.477
4138,13,51.144
0,14,5.015
0,12,4.967
0,10,4.939
0,8,4.733
0,6,4.675
0,4,4.677
0,2,4.557
4096,0,52.623
0,1,4.466
0,1,4.515
0,1,4.520
0,1,4.503
0,1,4.551
0,1,4.496
0,1,4.584
8192,0,99.878
8190,2,96.960
2,3,8.862
0,4,4.598
0,4,4.648
0,4,4.660
0,4,4.590
0,4,4.808
0,2,4.507
0,1,4.448
4096,0,52.693
0,1,4.393
8191,1,97.370
8190,2,96.749
8188,4,96.804
8186,6,96.677
8184,8,96.582
8182,10,96.786
8181,11,96.387
4138,13,51.151
0,14,4.979
0,12,4.963
0,10,4.967
0,8,4.728
0,6,4.698
0,4,4.626
0,2,4.522
4096,0,52.660
0,1,4.447
0,1,4.501
0,1,4.524
0,1,4.550
0,1,4.521
0,1,4.528
0,1,4.560
8192,0,100.060
0,2,4.486
8190,2,96.907
2,3,8.835
0,4,4.602
0,4,4.618
0,4,4.635
0,4,4.799
0,2,4.439
0,2,4.655
0,1,4.496
4096,0,52.705
0,1,4.400
8191,1,97.299
8190,2,96.703
8188,4,96.849
8186,6,96.655
