num_context_tokens,num_decode_tokens,latency_ms
128,0,4393.330
3168,0,179.736
928,0,184.652
1024,0,53.099
128,0,22.401
1024,0,45.876
128,0,22.045
1024,0,45.266
128,0,21.930
3168,0,47.822
928,0,44.458
128,0,18.810
3168,0,44.434
928,0,43.805
3168,0,51.183
928,0,46.793
0,1,181.827
0,1,4.495
0,1,4.530
0,1,4.547
0,1,4.555
0,1,4.515
0,1,4.542
3168,0,52.505
928,0,66.704
3168,1,390.583
928,1,92.866
0,2,6.255
0,2,4.694
0,2,4.732
0,2,4.732
0,2,4.868
0,1,4.930
0,1,5.414
3168,0,65.941
928,0,53.142
0,1,72.692
7392,1,73.674
7136,1,358.030
7136,3,78.323
5152,5,64.064
1856,6,871.097
0,8,7.587
0,7,5.621
0,7,5.588
0,7,5.874
0,5,5.611
0,3,5.340
0,2,4.712
3168,0,51.728
928,0,45.891
0,1,5.979
0,1,4.509
0,1,4.544
0,1,4.540
0,1,4.616
0,1,4.561
0,1,4.553
3168,0,51.627
928,0,61.496
3168,1,44.198
928,1,44.757
0,2,5.893
0,2,4.704
0,2,4.730
0,2,4.807
0,2,4.774
0,1,4.820
0,1,5.417
3168,0,61.330
928,0,54.170
0,1,59.974
7392,1,69.688
7136,1,77.898
7136,3,77.581
5152,5,74.996
1856,6,45.470
0,8,46.465
0,7,7.049
0,7,5.722
0,7,5.825
0,5,5.503
0,3,5.363
0,2,4.770
3168,0,52.143
928,0,45.918
0,1,6.095
0,1,4.577
0,1,4.500
0,1,4.533
0,1,4.580
0,1,4.624
0,1,4.495
3168,0,51.670
928,0,61.629
3168,1,43.496
928,1,45.520
0,2,5.896
0,2,4.670
0,2,4.683
0,2,4.717
0,2,4.753
0,1,4.887
0,1,5.381
3168,0,52.051
928,0,46.188
0,1,60.434
6336,1,63.955
7136,1,77.415
7264,3,78.626
6080,4,78.807
1856,6,43.779
0,8,44.314
0,7,7.203
0,7,5.674
0,7,5.776
0,5,5.598
0,4,5.266
0,2,4.735
3168,0,52.282
928,0,45.795
0,1,6.016
0,1,4.565
0,1,4.533
0,1,4.560
0,1,4.601
0,1,4.513
0,1,4.576
3168,0,52.351
928,0,61.655
3168,1,44.536
928,1,44.609
0,2,5.773
0,2,4.739
0,2,4.717
0,2,4.747
0,2,4.802
0,1,4.803
0,1,5.499
3168,0,62.424
928,0,50.122
6336,1,63.248
7136,1,77.161
7264,3,78.514
6080,4,75.736
1856,6,57.360
0,8,43.367
0,8,7.246
0,7,5.702
0,7,5.968
0,5,5.459
0,4,5.511
0,2,5.223
3168,0,52.490
928,0,46.003
0,1,5.962
0,1,4.550
0,1,4.565
0,1,4.558
0,1,4.569
0,1,4.561
0,1,4.543
3168,0,52.636
928,0,61.609
3168,1,44.028
928,1,45.685
0,2,5.887
0,2,4.688
0,2,4.760
0,2,4.771
0,2,4.861
0,1,4.860
0,1,5.440
3168,0,61.582
928,0,46.925
7392,1,69.241
7136,1,77.401
7136,3,77.346
5152,5,74.418
1856,6,57.040
0,8,43.809
0,8,7.138
0,7,5.721
0,7,5.819
0,5,5.645
0,3,5.470
0,2,5.256
3168,0,52.738
928,0,46.307
0,1,5.929
0,1,4.598
0,1,4.470
0,1,4.540
0,1,4.557
0,1,4.509
0,1,4.664
3168,0,53.498
928,0,61.626
3168,1,43.588
928,1,44.541
0,2,5.866
0,2,4.705
0,2,4.800
0,2,4.809
0,2,4.809
0,1,4.921
0,1,5.388
3168,0,53.326
928,0,47.024
0,1,67.207
7392,1,72.326
7136,1,77.941
7136,3,75.930
5152,5,61.121
1856,6,42.230
0,8,6.955
0,7,5.588
0,7,5.612
0,7,5.760
0,5,5.635
0,3,5.252
0,2,4.733
1024,0,62.975
0,1,6.634
0,1,47.673
1056,1,53.447
7328,1,80.947
8190,2,86.671
7170,6,85.344
8184,8,86.833
2920,13,57.196
992,15,44.988
0,16,7.646
0,16,6.577
0,16,6.514
0,16,6.460
0,16,6.473
0,16,6.583
0,16,6.560
0,16,6.693
0,16,6.720
0,16,6.598
0,16,6.664
0,16,6.652
0,16,6.682
0,16,6.749
0,16,6.795
0,16,6.743
0,16,6.730
0,16,6.896
0,16,6.772
0,16,6.784
0,16,6.809
0,16,6.802
0,15,6.905
0,15,6.938
3168,15,43.016
928,15,45.563
0,15,8.170
1024,11,44.991
3168,10,49.972
6208,5,79.075
6016,4,78.766
7296,8,86.320
7136,10,86.747
5088,13,62.535
928,15,43.686
0,16,7.728
0,16,6.425
0,16,6.530
0,16,6.595
0,16,6.551
0,16,6.586
0,16,6.607
0,16,6.639
0,16,6.643
0,16,6.601
0,16,6.710
0,16,6.627
0,16,6.608
0,16,6.702
0,16,6.657
0,16,6.678
0,16,6.635
0,16,6.745
0,16,6.637
0,16,6.767
0,16,6.764
0,16,6.745
0,15,6.838
0,15,6.901
0,14,6.838
0,14,6.910
0,13,6.935
0,8,6.425
0,6,5.680
0,3,5.302
0,1,5.331
7392,0,79.998
3168,0,44.694
1071,0,50.837
210,2,53.037
7229,3,89.575
7262,5,86.876
7392,7,91.480
7881,7,98.279
7392,8,89.665
7575,8,83.871
4125,12,89.071
228,15,81.195
0,17,79.041
0,17,50.047
0,17,8.902
0,17,7.321
0,17,7.270
0,17,7.294
0,17,7.189
0,17,7.352
0,17,7.330
0,17,7.364
0,17,7.408
0,17,7.347
0,17,7.331
0,17,7.337
0,17,7.394
0,17,7.279
0,17,7.320
0,17,7.348
0,17,7.270
0,17,7.378
0,17,7.395
0,17,7.408
0,17,7.378
0,17,7.442
0,17,7.380
0,17,7.425
0,17,7.434
0,17,7.441
0,17,7.375
0,17,7.438
0,17,7.486
0,17,7.469
0,17,7.508
0,17,7.513
0,17,7.462
0,17,7.536
0,17,7.537
0,17,7.442
0,17,7.464
0,17,7.490
0,17,7.471
0,17,7.406
0,17,7.554
0,17,7.526
0,17,7.453
0,17,7.409
0,17,7.496
0,17,7.503
0,17,7.471
0,17,7.510
0,17,7.513
0,17,7.431
0,17,7.465
0,17,7.397
0,17,7.513
0,17,7.463
0,17,7.484
0,17,7.491
0,17,7.521
0,17,8.702
0,17,7.467
0,17,7.574
0,17,7.569
0,17,7.586
0,17,7.520
0,17,7.596
0,17,7.672
0,17,7.540
0,17,7.543
0,17,7.508
0,17,7.550
0,17,7.683
0,17,7.693
0,17,7.614
0,17,7.612
0,17,7.608
0,17,7.631
0,17,7.571
0,17,7.583
0,17,7.690
0,17,7.651
0,17,7.615
0,17,7.617
0,17,7.521
0,17,7.603
0,17,7.653
0,17,7.580
0,17,7.681
0,17,7.591
0,17,7.592
0,17,8.834
0,17,7.672
0,17,7.694
0,17,7.648
0,16,7.226
0,16,7.147
0,16,7.314
7392,16,87.805
7392,15,82.356
824,15,49.872
0,16,18.590
0,16,8.494
0,16,8.560
0,16,7.264
0,16,17.321
1056,16,46.570
752,15,47.972
0,16,8.351
0,16,43.629
0,15,8.738
0,15,7.532
0,15,42.676
0,15,10.862
0,15,8.093
0,15,7.981
0,15,7.996
0,15,8.077
0,14,8.001
0,14,7.847
7392,14,75.218
2112,14,44.358
774,13,46.704
0,14,9.013
498,14,20.775
0,15,8.113
0,15,8.092
0,15,7.884
0,15,8.004
0,15,8.072
0,15,8.029
0,15,7.992
0,15,8.026
0,15,8.023
0,15,8.015
0,15,7.921
0,15,7.898
0,15,7.945
0,15,7.930
0,15,8.081
0,15,7.304
0,15,7.351
335,15,19.809
0,16,7.252
0,16,7.173
0,16,7.150
0,16,7.260
0,16,7.195
0,16,7.200
0,16,7.280
0,16,7.164
0,16,7.176
0,16,7.203
0,16,7.213
0,16,7.233
0,16,7.234
0,16,7.149
0,16,7.239
0,16,7.202
0,16,7.388
0,16,7.271
0,16,7.296
0,16,7.203
0,16,7.202
0,16,7.225
0,16,7.253
0,16,7.250
0,16,7.183
0,16,7.130
0,16,7.130
0,16,7.260
0,16,7.211
0,16,7.154
0,16,7.240
0,16,7.228
0,16,7.237
0,16,7.280
0,15,7.384
0,15,7.247
2112,15,46.047
373,15,22.490
0,16,7.275
0,16,7.186
0,16,7.236
0,16,7.145
0,16,7.210
0,16,7.211
0,16,7.193
0,16,7.278
0,16,7.299
0,16,7.236
0,16,7.319
0,16,7.175
0,16,7.226
0,16,7.118
0,16,7.211
0,16,7.174
0,16,7.247
0,16,7.205
0,16,7.107
0,16,7.204
0,16,7.273
0,16,7.129
0,16,7.214
0,16,7.060
0,16,7.258
0,16,7.241
100,16,16.981
0,17,9.252
0,17,8.211
0,17,8.263
0,17,8.272
0,16,7.141
0,16,7.411
0,16,44.591
0,16,8.614
0,16,7.184
0,16,7.296
0,16,7.109
0,16,7.224
0,16,7.215
0,16,7.167
0,16,7.196
0,16,7.182
0,16,7.213
0,16,7.264
0,16,7.278
0,16,7.220
0,16,7.236
0,16,7.251
0,16,7.143
0,16,7.248
0,16,7.075
0,16,7.102
0,16,7.111
0,16,7.160
0,16,7.224
0,16,7.215
0,16,7.196
0,16,7.234
0,16,7.170
0,16,7.115
0,16,7.139
0,16,7.212
0,16,7.280
0,16,7.258
0,16,7.164
0,16,7.235
0,16,7.087
0,16,8.321
0,16,8.184
0,16,7.117
0,16,7.225
0,16,7.226
0,16,7.272
0,16,7.242
0,16,7.221
0,16,7.240
0,16,7.266
0,16,7.122
0,16,7.137
0,16,7.103
0,16,7.202
0,16,7.121
0,16,7.211
0,16,7.104
0,16,7.132
0,16,7.143
0,16,7.247
0,16,7.167
0,16,7.109
0,16,7.130
0,16,7.238
0,16,7.143
0,16,7.153
0,16,7.199
0,16,7.047
0,16,7.160
0,16,7.021
0,16,6.966
0,16,7.113
0,16,7.058
0,16,7.002
0,16,7.030
0,16,7.073
0,16,7.090
0,16,7.120
0,16,7.190
0,16,6.969
0,16,7.148
0,16,7.082
0,16,7.043
0,16,7.087
0,16,7.151
0,16,7.024
0,16,7.054
0,16,7.149
0,16,7.111
0,16,7.138
0,16,7.061
0,16,7.093
0,16,7.046
0,16,7.120
0,16,7.098
0,16,7.168
0,15,7.195
0,15,7.302
0,15,7.195
7392,15,75.131
6336,15,73.190
51,15,18.247
0,16,8.387
0,16,7.220
0,16,7.146
0,16,7.187
0,16,7.216
0,16,7.179
0,16,7.131
0,16,7.273
0,16,7.177
0,16,7.156
0,16,7.064
0,16,7.278
0,16,7.075
0,16,7.128
0,16,7.234
0,16,7.115
0,16,7.260
0,16,7.196
0,16,7.131
0,15,7.311
0,15,7.176
3168,15,42.721
1017,15,44.955
0,16,8.295
0,16,7.223
0,16,7.180
0,16,7.086
0,16,7.105
0,16,7.084
0,16,7.134
0,16,7.205
0,16,7.094
0,16,7.187
0,16,7.290
0,16,7.202
0,16,7.198
0,16,7.263
0,16,7.166
0,16,7.205
0,16,7.143
0,16,7.152
0,16,7.136
0,16,7.135
0,16,7.126
0,16,7.216
0,16,7.150
0,16,7.220
0,16,7.134
0,16,7.141
0,16,7.200
0,16,7.214
0,16,7.332
0,16,7.193
0,16,7.145
0,16,7.154
0,16,7.137
0,16,7.171
0,16,7.244
0,16,7.276
0,16,6.998
4224,16,52.032
118,16,18.372
0,17,9.923
0,17,7.842
0,17,7.632
0,17,7.602
0,17,7.644
0,17,7.739
0,16,7.233
0,16,75.498
128,16,81.193
0,17,43.736
0,17,20.326
0,17,8.010
0,17,7.968
0,17,7.816
0,17,7.729
0,17,7.767
0,17,7.594
0,17,7.734
0,17,7.684
0,17,7.728
0,17,7.647
0,17,7.732
0,17,7.693
0,17,7.635
0,17,7.738
0,17,7.696
0,17,7.657
0,17,7.695
0,17,7.639
0,17,7.735
0,17,7.702
0,17,7.689
0,17,7.713
0,17,7.780
0,17,7.807
0,17,7.710
0,17,7.726
0,17,7.710
0,17,7.686
0,17,8.957
0,17,7.701
0,17,7.750
0,17,7.715
0,17,7.742
0,17,7.745
0,17,7.754
0,17,7.638
0,17,7.627
0,17,7.624
0,17,7.691
0,17,7.740
0,17,7.663
0,17,7.708
0,17,7.611
0,17,7.709
0,17,7.668
0,17,7.718
0,17,7.675
0,17,7.703
0,17,7.634
0,17,7.630
0,17,7.609
0,17,7.657
0,17,7.670
0,17,7.630
0,17,7.568
0,17,7.560
0,17,7.647
0,17,7.594
0,17,7.644
0,17,7.603
0,17,8.849
0,17,7.619
0,17,7.577
0,17,8.699
0,17,7.612
0,17,7.572
0,17,42.872
0,17,22.972
0,17,7.713
0,17,7.757
0,17,7.708
0,17,7.615
0,17,7.634
0,17,7.734
0,17,7.769
0,17,7.764
0,17,8.778
0,17,7.742
0,17,7.680
0,17,7.751
0,17,7.632
0,17,7.697
0,17,7.727
0,17,7.671
0,17,7.662
0,17,7.591
0,17,7.665
0,17,7.633
0,17,7.698
0,17,7.707
0,17,7.715
0,17,7.677
0,17,7.639
0,17,7.651
0,17,7.603
0,17,7.584
0,17,7.727
0,16,7.294
0,16,7.248
0,16,7.247
0,16,75.411
0,16,80.711
0,16,43.998
0,16,46.574
0,16,8.721
0,16,7.321
0,16,7.304
0,16,7.409
0,16,7.352
0,16,7.341
0,16,7.326
0,16,7.333
0,16,7.360
0,16,7.258
0,16,7.292
0,16,7.255
0,16,7.412
0,16,7.310
293,16,20.027
0,17,7.965
0,17,7.806
0,17,8.970
0,17,7.807
0,17,7.784
0,17,7.772
0,17,7.791
0,17,7.803
0,17,7.640
0,17,7.698
0,17,7.659
0,17,7.639
0,17,7.809
0,17,7.706
0,17,7.760
0,17,7.781
0,17,7.795
0,17,7.678
0,17,7.684
0,17,7.810
0,17,7.772
0,17,7.662
0,17,7.590
0,17,43.019
0,17,47.066
0,17,9.071
0,17,7.596
0,17,7.713
0,17,7.642
0,17,7.635
0,17,7.694
0,17,7.666
0,17,7.714
0,17,7.656
0,17,7.702
0,17,7.686
0,17,7.627
0,17,7.725
0,17,7.739
0,16,7.208
0,16,7.225
0,16,20.021
0,16,7.175
0,16,7.216
0,16,7.167
0,16,7.349
0,15,7.255
0,15,7.344
0,15,44.758
0,15,24.186
0,15,7.902
0,15,7.689
0,15,7.670
0,15,7.662
0,15,7.682
0,15,7.746
0,15,7.714
0,15,7.712
0,15,8.877
0,15,7.648
0,15,7.768
0,15,7.639
0,15,7.790
0,15,7.688
0,15,7.730
0,15,7.796
0,15,7.726
0,15,7.648
0,15,7.682
0,15,8.814
0,15,7.672
0,15,7.703
