num_context_tokens,num_decode_tokens,latency_ms
128,0,17.111
1024,0,46.573
4096,0,204.237
128,0,16.413
1024,0,51.607
4096,0,208.282
128,0,15.941
1024,0,53.633
4096,0,205.044
128,0,16.065
1024,0,52.561
4096,0,202.283
128,0,15.971
1024,0,54.493
4096,0,204.154
128,0,16.028
1024,0,53.678
4096,0,207.508
4096,0,200.934
0,1,14.252
0,1,14.168
0,1,13.782
0,1,13.769
0,1,13.725
0,1,13.517
0,1,13.535
4096,0,210.505
8191,1,408.925
4097,2,204.148
0,4,14.794
0,4,14.840
0,4,14.251
0,4,14.028
0,4,13.976
0,3,13.637
0,2,13.547
4096,0,206.697
4096,1,211.124
8190,2,410.372
8189,3,408.291
8187,5,807.636
8185,7,11.508
8183,9,409.790
8181,11,410.867
8180,12,404.508
49,13,16.730
0,13,16.276
0,11,15.403
0,9,14.930
0,7,14.183
0,5,13.882
0,3,13.589
0,1,13.341
4096,0,194.919
0,1,14.310
0,1,14.300
0,1,14.123
0,1,13.539
0,1,13.526
0,1,13.501
0,1,13.505
4096,0,210.787
8191,1,407.328
4097,2,204.335
0,4,14.797
0,4,14.879
0,4,14.562
0,4,13.940
0,4,13.971
0,3,13.629
0,2,13.515
4096,0,197.813
0,1,25.343
8191,1,405.125
8190,2,408.055
8188,4,410.233
8186,6,411.225
8184,8,408.801
8182,10,411.033
8181,11,410.321
4138,13,210.043
0,14,16.364
0,12,15.863
0,10,15.237
0,8,14.556
0,6,14.309
0,4,13.940
0,2,13.469
4096,0,197.110
0,1,14.288
0,1,14.317
0,1,13.692
0,1,13.511
0,1,13.562
0,1,13.377
0,1,13.366
4096,0,211.323
8191,1,406.882
4097,2,205.098
0,4,14.753
0,4,14.800
0,4,14.593
0,4,13.920
0,4,13.965
0,3,13.620
0,2,13.489
4096,0,207.579
8191,1,407.949
8190,2,406.651
8188,4,407.873
8186,6,409.753
8184,8,409.888
8182,10,408.477
8180,12,410.047
4139,13,208.929
0,14,16.380
0,12,16.063
0,10,15.355
0,8,14.542
0,6,14.173
0,4,13.667
0,2,13.473
4096,0,200.313
0,1,14.235
0,1,14.168
0,1,13.697
0,1,13.622
0,1,13.476
0,1,13.439
0,1,13.430
4096,0,208.508
8191,1,406.966
4097,2,204.825
0,4,14.740
0,4,14.495
0,4,14.444
0,4,13.945
0,4,13.940
0,3,13.681
0,2,13.537
8192,0,397.313
8190,2,411.426
8189,3,408.237
8187,5,406.358
8185,7,412.272
8183,9,410.586
8181,11,410.535
8179,13,405.618
50,13,17.428
0,13,15.980
0,11,15.302
0,9,14.938
0,7,14.255
0,5,13.874
0,3,13.570
0,1,13.322
4096,0,200.551
0,1,14.303
0,1,14.339
0,1,13.896
0,1,13.517
0,1,13.532
0,1,13.532
0,1,13.484
4096,0,205.953
8191,1,408.985
4097,2,202.958
0,4,14.737
0,4,14.512
0,4,14.099
0,4,14.126
0,4,14.196
0,3,13.703
0,2,13.507
4096,0,208.613
4096,1,212.380
8190,2,411.627
8189,3,409.678
8187,5,409.963
8185,7,409.827
8183,9,411.378
8181,11,410.821
8180,12,404.676
49,13,17.164
0,13,16.062
0,11,15.225
0,9,14.878
0,7,14.334
0,5,14.077
0,3,13.690
0,1,13.211
4096,0,195.054
0,1,14.255
0,1,14.300
0,1,14.285
0,1,13.964
0,1,13.445
0,1,13.400
0,1,13.470
4096,0,211.033
8191,1,406.000
4097,2,205.549
0,4,14.763
0,4,14.793
0,4,14.166
0,4,14.110
0,4,13.913
0,3,13.632
0,2,13.555
4096,0,207.670
4096,1,211.810
8190,2,411.941
8189,3,411.387
8187,5,409.644
8185,7,409.216
8183,9,409.085
8181,11,408.520
8180,12,406.293
49,13,17.430
0,13,16.180
0,11,15.156
0,9,14.914
0,7,14.377
0,5,14.062
0,3,13.567
0,1,13.188
4096,0,209.125
8191,1,397.802
8188,4,400.931
8185,7,402.456
8182,10,786.102
8178,14,11.901
8173,19,404.730
8170,22,408.978
8167,25,405.348
5222,29,254.776
0,32,18.056
0,32,17.840
0,32,17.152
0,32,17.146
0,32,17.101
0,32,16.984
0,32,16.727
0,32,16.723
0,32,16.713
0,32,16.677
0,32,16.677
0,32,16.735
0,32,16.711
0,32,16.716
