framework,version,device,op_name,kernel_source,phase,batch_size,seq_len,num_tokens,d_model,d_conv,num_k_heads,head_k_dim,num_v_heads,head_v_dim,model_name,latency
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,1,1,1,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.0033440001308917998
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,1,1,1,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.004016000032424927
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,1,1,1,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.003455999866127968
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,2,1,2,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.004476799815893173
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,2,1,2,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.00453759990632534
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,2,1,2,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.004787199944257736
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,4,1,4,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.004572800174355507
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,4,1,4,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.004899200052022934
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,4,1,4,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.0046847999095916745
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,8,1,8,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.004656000062823296
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,8,1,8,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.004761600121855736
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,8,1,8,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.0046016000211238865
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,16,1,16,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.004518400132656098
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,16,1,16,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.004774399846792221
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_fn,context,1,1,1,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.5110688209533691
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,16,1,16,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.004556800052523613
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,32,1,32,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.004604800045490265
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,32,1,32,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.005459199845790863
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,32,1,32,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.004582399874925614
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,64,1,64,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.005584000051021576
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,64,1,64,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.005084799975156784
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,64,1,64,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.00626240000128746
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,128,1,128,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.006569600105285645
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,128,1,128,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.00658240020275116
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,128,1,128,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.00628800019621849
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,256,1,256,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.008556800335645676
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,256,1,256,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.008588799834251403
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,256,1,256,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.008745600283145905
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,512,1,512,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.010665600001811982
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,512,1,512,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.010707200318574906
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,512,1,512,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.010972800105810166
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,1024,1,1024,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.01666879951953888
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,1024,1,1024,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.016809600591659545
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_update,generation,1024,1,1024,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.01679999977350235
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_fn,context,1,1,1,4096,4,16,128,64,128,Qwen/Qwen3.5-397B-A17B,0.4330751895904541
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_fn,context,1,1,1,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.4487423896789551
vLLM,0.20.0,NVIDIA GB200,gdn,causal_conv1d_fn,context,1,1,1,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.40566720962524416
vLLM,0.20.0,NVIDIA GB200,gdn,chunk_gated_delta_rule,context,1,1,1,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.025248000025749208
vLLM,0.20.0,NVIDIA GB200,gdn,chunk_gated_delta_rule,context,1,1,1,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.02921920120716095
