phase,workload_segment,counter_id,worker_id,dp_rank,sum_prefill_tokens,num_prefill_requests,sum_prefill_kv_tokens,var_prefill_length,num_decode_requests,sum_decode_kv_tokens,var_decode_kv_tokens,queued_prefill_requests,queued_prefill_tokens,queued_var_prefill_length,queued_decode_requests,queued_decode_kv_tokens,queued_var_decode_kv_tokens,latency_ms
decode,sweep,313,11198987438912022232,0,0,0,0,0.000,1,1031,0.000,0,0,0.000,0,0,0.000,9.887
decode,sweep,314,11198987438912022232,0,0,0,0,0.000,1,1032,0.000,0,0,0.000,0,0,0.000,9.781
decode,sweep,315,11198987438912022232,0,0,0,0,0.000,1,1033,0.000,0,0,0.000,0,0,0.000,9.740
decode,sweep,316,11198987438912022232,0,0,0,0,0.000,1,1034,0.000,0,0,0.000,0,0,0.000,9.788
decode,sweep,317,11198987438912022232,0,0,0,0,0.000,1,1035,0.000,0,0,0.000,0,0,0.000,117.780
decode,sweep,318,11198987438912022232,0,0,0,0,0.000,1,1036,0.000,3,8192,932067.556,0,0,0.000,232.585
mixed,sweep,319,11198987438912022232,0,8191,3,0,932067.556,1,1037,0.000,1,2048,0.000,0,0,0.000,258.194
mixed,sweep,320,11198987438912022232,0,8189,4,4095,1048576.000,3,5134,226688.889,0,0,0.000,0,0,0.000,378.355
mixed,sweep,321,11198987438912022232,0,2052,2,2044,0.000,6,15377,1302728.472,0,0,0.000,0,0,0.000,239.363
decode,sweep,322,11198987438912022232,0,0,0,0,0.000,8,19479,1026937.109,0,0,0.000,0,0,0.000,12.656
decode,sweep,323,11198987438912022232,0,0,0,0,0.000,8,19487,1026937.109,0,0,0.000,0,0,0.000,12.654
decode,sweep,324,11198987438912022232,0,0,0,0,0.000,8,19495,1026937.109,0,0,0.000,0,0,0.000,12.713
decode,sweep,325,11198987438912022232,0,0,0,0,0.000,8,19503,1026937.109,0,0,0.000,0,0,0.000,12.816
decode,sweep,326,11198987438912022232,0,0,0,0,0.000,8,19511,1026937.109,0,0,0.000,0,0,0.000,12.722
