framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,beam_width,attn_dtype,kv_cache_dtype,step,latency
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,4,1,8,4,256,1,bfloat16,bfloat16,63,0.008816000074148178
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,32,1,16,8,256,1,bfloat16,bfloat16,8191,0.2972586750984192
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,2048,1,2,1,256,1,bfloat16,bfloat16,1,0.04199466605981191
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,2048,1,1,1,256,1,bfloat16,bfloat16,7,0.041738669077555336
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,128,1,8,1,256,1,bfloat16,bfloat16,1023,0.027301333844661713
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,32,1,32,8,128,1,bfloat16,bfloat16,1,0.00916800027092298
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,16,1,24,2,128,1,bfloat16,bfloat16,31,0.00816000004609426
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,1,1,12,4,128,1,bfloat16,bfloat16,1,0.007034666836261749
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,2048,1,2,2,128,1,bfloat16,bfloat16,255,0.0820000022649765
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,4,1,12,4,128,1,bfloat16,bfloat16,1023,0.009136000027259191
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,512,1,24,4,128,1,bfloat16,bfloat16,3,0.025226667523384094
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,1024,1,16,8,256,1,bfloat16,bfloat16,3,0.15294399857521057
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,4,1,48,8,256,1,bfloat16,bfloat16,1,0.008661333471536636
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,2048,1,2,2,256,1,bfloat16,bfloat16,15,0.07443733513355255
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,2,1,4,1,128,1,bfloat16,bfloat16,4095,0.00874133345981439
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,4,1,64,8,128,1,bfloat16,bfloat16,2047,0.011146667102972666
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,128,1,8,8,128,1,bfloat16,bfloat16,255,0.02890666574239731
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,256,1,8,8,256,1,bfloat16,bfloat16,3,0.041984001795450844
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,64,1,12,4,128,1,bfloat16,bfloat16,31,0.009136000027259191
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,1,1,8,2,256,1,bfloat16,bfloat16,16383,0.01498666654030482
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,2,1,2,1,256,1,bfloat16,bfloat16,31,0.008682666967312494
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,8,1,32,4,256,1,bfloat16,bfloat16,2047,0.012949333836634954
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,1,1,8,1,128,1,bfloat16,bfloat16,127,0.008661333471536636
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,4,1,64,8,128,1,bfloat16,bfloat16,3,0.008170666793982187
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,32,1,4,2,128,1,bfloat16,bfloat16,8191,0.04646400113900503
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,4,1,40,4,128,1,bfloat16,bfloat16,16383,0.029743999242782593
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,2,1,16,2,128,1,bfloat16,bfloat16,127,0.007002666592597961
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,256,1,24,4,128,1,bfloat16,bfloat16,127,0.016965333372354507
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,256,1,2,1,128,1,bfloat16,bfloat16,511,0.012917333592971167
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,32,1,12,2,256,1,bfloat16,bfloat16,2047,0.027119999130566914
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,1,1,48,8,256,1,bfloat16,bfloat16,4095,0.010869332899649939
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,64,1,32,4,128,1,bfloat16,bfloat16,15,0.008912000184257826
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,4,1,24,2,128,1,bfloat16,bfloat16,1023,0.009103999783595404
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,128,1,16,2,256,1,bfloat16,bfloat16,511,0.027237333357334137
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,2048,1,32,8,128,1,bfloat16,bfloat16,3,0.150026669104894
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,32,1,8,1,128,1,bfloat16,bfloat16,511,0.00890666681031386
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,64,1,4,2,128,1,bfloat16,bfloat16,255,0.008863999818762144
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,2,1,4,4,256,1,bfloat16,bfloat16,31,0.008863999818762144
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,32,1,32,4,256,1,bfloat16,bfloat16,63,0.009045333291093508
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,1,1,4,1,256,1,bfloat16,bfloat16,7,0.008805333326260248
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,16,1,4,1,128,1,bfloat16,bfloat16,8191,0.014890667051076889
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,2,1,16,1,128,1,bfloat16,bfloat16,2047,0.008869333192706108
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,128,1,1,1,256,1,bfloat16,bfloat16,8191,0.15558399756749472
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,64,1,16,4,256,1,bfloat16,bfloat16,511,0.029861333469549816
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,32,1,16,1,128,1,bfloat16,bfloat16,63,0.008986666798591614
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,256,1,16,4,128,1,bfloat16,bfloat16,7,0.01691199963291486
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,128,1,1,1,256,1,bfloat16,bfloat16,1,0.008890666688481966
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,512,1,8,4,256,1,bfloat16,bfloat16,15,0.043178667624791466
VLLM,0.20.0,NVIDIA GB300,generation_attention,vllm_flashinfer,128,1,24,2,256,1,bfloat16,bfloat16,511,0.027450665831565857
