framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,beam_width,attn_dtype,kv_cache_dtype,step,latency
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,2,1536,16,16,256,1,bfloat16,bfloat16,0,0.05384000142415365
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,4,12288,40,40,128,1,bfloat16,bfloat16,0,3.316490809122721
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,64,128,24,1,128,1,bfloat16,bfloat16,0,0.057392001152038574
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,4,64,2,2,128,1,bfloat16,bfloat16,0,0.008837333569924036
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,64,128,16,16,128,1,bfloat16,bfloat16,0,0.0373279998699824
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,32,4096,32,2,128,1,bfloat16,bfloat16,0,2.647834618886312
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,2,128,64,8,256,1,bfloat16,bfloat16,0,0.011226666470368704
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,64,1536,16,2,256,1,bfloat16,bfloat16,0,0.8353973229726156
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,1,6144,4,4,256,1,bfloat16,bfloat16,0,0.10271466771761577
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,1,8192,64,64,256,1,bfloat16,bfloat16,0,1.1503946781158447
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,4,16,64,8,128,1,bfloat16,bfloat16,0,0.013050666699806849
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,8,2048,8,8,256,1,bfloat16,bfloat16,0,0.11939199765523274
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,32,16,1,1,128,1,bfloat16,bfloat16,0,0.00922133338948091
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,4,10240,4,1,256,1,bfloat16,bfloat16,0,0.5386186838150024
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,1,16,24,4,128,1,bfloat16,bfloat16,0,0.010458666831254959
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,2,16,24,24,128,1,bfloat16,bfloat16,0,0.009392000113924345
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,64,2048,8,2,256,1,bfloat16,bfloat16,0,0.6832586924235026
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,128,512,48,2,256,1,bfloat16,bfloat16,0,1.1798293590545654
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,16,1,8,1,256,1,bfloat16,bfloat16,0,0.008912000184257826
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,64,32,16,2,256,1,bfloat16,bfloat16,0,0.02693866689999898
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,1,1,32,8,128,1,bfloat16,bfloat16,0,0.00749333327015241
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,32,32,2,1,256,1,bfloat16,bfloat16,0,0.008901333436369896
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,64,512,12,2,128,1,bfloat16,bfloat16,0,0.10448533296585083
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,32,2048,2,2,128,1,bfloat16,bfloat16,0,0.07893333335717519
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,8,1024,4,2,128,1,bfloat16,bfloat16,0,0.021173333128293354
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,1,64,48,2,256,1,bfloat16,bfloat16,0,0.010533332824707031
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,32,16,64,1,128,1,bfloat16,bfloat16,0,0.04877866804599762
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,64,32,8,4,256,1,bfloat16,bfloat16,0,0.016997333616018295
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,2,2048,32,4,256,1,bfloat16,bfloat16,0,0.10935466488202412
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,32,32,16,1,128,1,bfloat16,bfloat16,0,0.019359999646743137
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,16,64,4,4,256,1,bfloat16,bfloat16,0,0.010735999792814255
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,8,256,4,4,256,1,bfloat16,bfloat16,0,0.01116266722480456
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,4,16,12,4,128,1,bfloat16,bfloat16,0,0.010245333115259806
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,4,16384,8,1,128,1,bfloat16,bfloat16,0,1.3435360590616863
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,1,32,32,2,256,1,bfloat16,bfloat16,0,0.008890666688481966
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,1,6144,16,2,256,1,bfloat16,bfloat16,0,0.22033067544301352
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,1,16384,48,8,256,1,bfloat16,bfloat16,0,3.545232137044271
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,32,16,8,8,256,1,bfloat16,bfloat16,0,0.013002666334311167
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,16,32,48,1,256,1,bfloat16,bfloat16,0,0.02481599897146225
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,16,128,1,1,256,1,bfloat16,bfloat16,0,0.010890666395425797
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,16,1536,48,8,256,1,bfloat16,bfloat16,0,0.6956640084584554
VLLM,0.20.0,NVIDIA GB300,context_attention,vllm_flashinfer,4,1536,16,1,256,1,bfloat16,bfloat16,0,0.07520000139872234
