phase,workload_segment,counter_id,worker_id,dp_rank,sum_prefill_tokens,num_prefill_requests,sum_prefill_kv_tokens,var_prefill_length,num_decode_requests,sum_decode_kv_tokens,var_decode_kv_tokens,queued_prefill_requests,queued_prefill_tokens,queued_var_prefill_length,queued_decode_requests,queued_decode_kv_tokens,queued_var_decode_kv_tokens,latency_ms
context,sweep,1056,16210085303715055099,0,128,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,267.367
context,sweep,1057,16210085303715055099,0,528,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,49.863
context,sweep,1058,16210085303715055099,0,496,1,528,0.000,0,0,0.000,0,0,0.000,0,0,0.000,18.376
context,sweep,1059,16210085303715055099,0,3696,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,50.579
context,sweep,1060,16210085303715055099,0,400,1,3696,0.000,0,0,0.000,0,0,0.000,0,0,0.000,17.834
context,sweep,1061,16210085303715055099,0,128,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,16.052
context,sweep,1062,16210085303715055099,0,528,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,41.594
context,sweep,1063,16210085303715055099,0,496,1,528,0.000,0,0,0.000,0,0,0.000,0,0,0.000,16.089
context,sweep,1064,16210085303715055099,0,3696,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,42.438
context,sweep,1065,16210085303715055099,0,400,1,3696,0.000,0,0,0.000,0,0,0.000,0,0,0.000,16.315
context,sweep,1066,16210085303715055099,0,128,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,15.764
context,sweep,1067,16210085303715055099,0,528,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,40.121
context,sweep,1068,16210085303715055099,0,496,1,528,0.000,0,0,0.000,0,0,0.000,0,0,0.000,16.252
context,sweep,1069,16210085303715055099,0,3696,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,42.032
context,sweep,1070,16210085303715055099,0,400,1,3696,0.000,0,0,0.000,0,0,0.000,0,0,0.000,16.369
context,sweep,1071,16210085303715055099,0,128,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,16.027
context,sweep,1072,16210085303715055099,0,528,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,40.228
context,sweep,1073,16210085303715055099,0,496,1,528,0.000,0,0,0.000,0,0,0.000,0,0,0.000,16.164
context,sweep,1074,16210085303715055099,0,3696,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,41.697
context,sweep,1075,16210085303715055099,0,400,1,3696,0.000,0,0,0.000,0,0,0.000,0,0,0.000,16.190
context,sweep,1076,16210085303715055099,0,128,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,15.612
context,sweep,1077,16210085303715055099,0,528,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,39.914
