phase,workload_segment,counter_id,worker_id,dp_rank,sum_prefill_tokens,num_prefill_requests,sum_prefill_kv_tokens,var_prefill_length,num_decode_requests,sum_decode_kv_tokens,var_decode_kv_tokens,queued_prefill_requests,queued_prefill_tokens,queued_var_prefill_length,queued_decode_requests,queued_decode_kv_tokens,queued_var_decode_kv_tokens,latency_ms
context,sweep,1057,7085933709538515094,0,128,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,21.849
context,sweep,1058,7085933709538515094,0,528,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,49.035
context,sweep,1059,7085933709538515094,0,496,1,528,0.000,0,0,0.000,0,0,0.000,0,0,0.000,18.073
context,sweep,1060,7085933709538515094,0,3696,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,52.654
context,sweep,1061,7085933709538515094,0,400,1,3696,0.000,0,0,0.000,0,0,0.000,0,0,0.000,17.317
context,sweep,1062,7085933709538515094,0,128,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,15.924
context,sweep,1063,7085933709538515094,0,528,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,40.504
context,sweep,1064,7085933709538515094,0,496,1,528,0.000,0,0,0.000,0,0,0.000,0,0,0.000,15.842
context,sweep,1065,7085933709538515094,0,3696,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,41.151
context,sweep,1066,7085933709538515094,0,400,1,3696,0.000,0,0,0.000,0,0,0.000,0,0,0.000,15.897
context,sweep,1067,7085933709538515094,0,128,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,15.672
context,sweep,1068,7085933709538515094,0,528,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,38.945
context,sweep,1069,7085933709538515094,0,496,1,528,0.000,0,0,0.000,0,0,0.000,0,0,0.000,15.762
context,sweep,1070,7085933709538515094,0,3696,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,40.864
context,sweep,1071,7085933709538515094,0,400,1,3696,0.000,0,0,0.000,0,0,0.000,0,0,0.000,15.799
context,sweep,1072,7085933709538515094,0,128,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,15.806
context,sweep,1073,7085933709538515094,0,528,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,39.104
context,sweep,1074,7085933709538515094,0,496,1,528,0.000,0,0,0.000,0,0,0.000,0,0,0.000,15.727
context,sweep,1075,7085933709538515094,0,3696,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,40.645
context,sweep,1076,7085933709538515094,0,400,1,3696,0.000,0,0,0.000,0,0,0.000,0,0,0.000,15.865
context,sweep,1077,7085933709538515094,0,128,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,15.638
context,sweep,1078,7085933709538515094,0,528,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,39.362
