phase,workload_segment,counter_id,worker_id,dp_rank,sum_prefill_tokens,num_prefill_requests,sum_prefill_kv_tokens,var_prefill_length,num_decode_requests,sum_decode_kv_tokens,var_decode_kv_tokens,queued_prefill_requests,queued_prefill_tokens,queued_var_prefill_length,queued_decode_requests,queued_decode_kv_tokens,queued_var_decode_kv_tokens,latency_ms
context,sweep,1047,7927590660159844889,0,128,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,10.834
context,sweep,1048,7927590660159844889,0,1024,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,23.425
context,sweep,1049,7927590660159844889,0,4096,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,71.675
context,sweep,1050,7927590660159844889,0,128,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,7.985
context,sweep,1051,7927590660159844889,0,1024,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,23.027
context,sweep,1052,7927590660159844889,0,4096,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,70.150
context,sweep,1053,7927590660159844889,0,128,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,7.958
context,sweep,1054,7927590660159844889,0,1024,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,23.689
context,sweep,1055,7927590660159844889,0,4096,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,70.672
context,sweep,1056,7927590660159844889,0,128,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,8.541
context,sweep,1057,7927590660159844889,0,1024,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,23.691
context,sweep,1058,7927590660159844889,0,4096,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,70.588
context,sweep,1059,7927590660159844889,0,128,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,7.922
context,sweep,1060,7927590660159844889,0,1024,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,23.702
context,sweep,1061,7927590660159844889,0,4096,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,70.092
context,sweep,1062,7927590660159844889,0,128,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,7.795
context,sweep,1063,7927590660159844889,0,1024,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,23.323
context,sweep,1064,7927590660159844889,0,4096,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,70.202
context,sweep,1071,7927590660159844889,0,4096,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,72.893
decode,sweep,1072,7927590660159844889,0,0,0,0,0.000,1,4096,0.000,0,0,0.000,0,0,0.000,6.023
decode,sweep,1073,7927590660159844889,0,0,0,0,0.000,1,4097,0.000,0,0,0.000,0,0,0.000,6.110
decode,sweep,1074,7927590660159844889,0,0,0,0,0.000,1,4098,0.000,0,0,0.000,0,0,0.000,6.132
decode,sweep,1075,7927590660159844889,0,0,0,0,0.000,1,4099,0.000,0,0,0.000,0,0,0.000,6.089
decode,sweep,1076,7927590660159844889,0,0,0,0,0.000,1,4100,0.000,0,0,0.000,0,0,0.000,6.038
decode,sweep,1077,7927590660159844889,0,0,0,0,0.000,1,4101,0.000,0,0,0.000,0,0,0.000,6.010
decode,sweep,1078,7927590660159844889,0,0,0,0,0.000,1,4102,0.000,0,0,0.000,0,0,0.000,6.015
context,sweep,1085,7927590660159844889,0,4096,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,72.634
decode,sweep,1086,7927590660159844889,0,0,0,0,0.000,1,4096,0.000,1,4096,0.000,0,0,0.000,6.053
mixed,sweep,1087,7927590660159844889,0,8191,2,0,0.000,1,4097,0.000,0,0,0.000,0,0,0.000,131.712
mixed,sweep,1088,7927590660159844889,0,4097,2,4095,0.000,2,8194,1.000,0,0,0.000,0,0,0.000,75.938
decode,sweep,1089,7927590660159844889,0,0,0,0,0.000,4,16388,1.500,0,0,0.000,0,0,0.000,6.389
decode,sweep,1090,7927590660159844889,0,0,0,0,0.000,4,16392,1.500,0,0,0.000,0,0,0.000,6.342
decode,sweep,1091,7927590660159844889,0,0,0,0,0.000,4,16396,1.500,0,0,0.000,0,0,0.000,6.365
decode,sweep,1092,7927590660159844889,0,0,0,0,0.000,4,16400,1.500,0,0,0.000,0,0,0.000,6.437
decode,sweep,1093,7927590660159844889,0,0,0,0,0.000,3,12301,0.222,0,0,0.000,0,0,0.000,6.322
decode,sweep,1094,7927590660159844889,0,0,0,0,0.000,3,12304,0.222,0,0,0.000,0,0,0.000,6.375
decode,sweep,1095,7927590660159844889,0,0,0,0,0.000,2,8204,0.000,0,0,0.000,0,0,0.000,6.209
context,sweep,1102,7927590660159844889,0,4096,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,73.291
decode,sweep,1103,7927590660159844889,0,0,0,0,0.000,1,4096,0.000,13,53248,0.000,0,0,0.000,5.973
mixed,sweep,1104,7927590660159844889,0,8191,2,0,0.000,1,4097,0.000,11,45056,0.000,0,0,0.000,132.162
mixed,sweep,1105,7927590660159844889,0,8190,3,4095,0.000,2,8194,1.000,9,36864,0.000,0,0,0.000,135.137
mixed,sweep,1106,7927590660159844889,0,8188,3,4093,0.000,4,16388,1.500,7,28672,0.000,0,0,0.000,137.614
mixed,sweep,1107,7927590660159844889,0,8186,3,4089,0.000,6,24584,1.889,5,20480,0.000,0,0,0.000,139.710
mixed,sweep,1108,7927590660159844889,0,8184,3,4083,0.000,8,32782,2.438,3,12288,0.000,0,0,0.000,137.973
mixed,sweep,1109,7927590660159844889,0,8182,3,4075,0.000,10,40982,3.160,1,4096,0.000,0,0,0.000,137.969
mixed,sweep,1110,7927590660159844889,0,8181,3,4065,0.000,11,45081,2.562,0,0,0.000,0,0,0.000,137.457
mixed,sweep,1111,7927590660159844889,0,4138,2,4054,0.000,13,53284,3.562,0,0,0.000,0,0,0.000,78.580
decode,sweep,1112,7927590660159844889,0,0,0,0,0.000,14,57386,4.000,0,0,0.000,0,0,0.000,6.775
decode,sweep,1113,7927590660159844889,0,0,0,0,0.000,12,49194,2.917,0,0,0.000,0,0,0.000,6.718
decode,sweep,1114,7927590660159844889,0,0,0,0,0.000,10,41000,2.000,0,0,0.000,0,0,0.000,6.641
decode,sweep,1115,7927590660159844889,0,0,0,0,0.000,8,32804,1.250,0,0,0.000,0,0,0.000,6.473
decode,sweep,1116,7927590660159844889,0,0,0,0,0.000,6,24606,0.667,0,0,0.000,0,0,0.000,6.380
decode,sweep,1117,7927590660159844889,0,0,0,0,0.000,4,16406,0.250,0,0,0.000,0,0,0.000,6.409
decode,sweep,1118,7927590660159844889,0,0,0,0,0.000,2,8204,0.000,0,0,0.000,0,0,0.000,6.297
context,sweep,1125,7927590660159844889,0,4096,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,72.380
decode,sweep,1126,7927590660159844889,0,0,0,0,0.000,1,4096,0.000,0,0,0.000,0,0,0.000,6.060
decode,sweep,1127,7927590660159844889,0,0,0,0,0.000,1,4097,0.000,0,0,0.000,0,0,0.000,6.115
decode,sweep,1128,7927590660159844889,0,0,0,0,0.000,1,4098,0.000,0,0,0.000,0,0,0.000,6.116
decode,sweep,1129,7927590660159844889,0,0,0,0,0.000,1,4099,0.000,0,0,0.000,0,0,0.000,6.053
decode,sweep,1130,7927590660159844889,0,0,0,0,0.000,1,4100,0.000,0,0,0.000,0,0,0.000,6.042
decode,sweep,1131,7927590660159844889,0,0,0,0,0.000,1,4101,0.000,0,0,0.000,0,0,0.000,6.074
decode,sweep,1132,7927590660159844889,0,0,0,0,0.000,1,4102,0.000,0,0,0.000,0,0,0.000,5.977
context,sweep,1139,7927590660159844889,0,4096,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,72.751
decode,sweep,1140,7927590660159844889,0,0,0,0,0.000,1,4096,0.000,1,4096,0.000,0,0,0.000,6.041
mixed,sweep,1141,7927590660159844889,0,8191,2,0,0.000,1,4097,0.000,0,0,0.000,0,0,0.000,131.846
mixed,sweep,1142,7927590660159844889,0,4097,2,4095,0.000,2,8194,1.000,0,0,0.000,0,0,0.000,76.007
decode,sweep,1143,7927590660159844889,0,0,0,0,0.000,4,16388,1.500,0,0,0.000,0,0,0.000,6.415
decode,sweep,1144,7927590660159844889,0,0,0,0,0.000,4,16392,1.500,0,0,0.000,0,0,0.000,6.349
decode,sweep,1145,7927590660159844889,0,0,0,0,0.000,4,16396,1.500,0,0,0.000,0,0,0.000,6.393
decode,sweep,1146,7927590660159844889,0,0,0,0,0.000,4,16400,1.500,0,0,0.000,0,0,0.000,6.450
decode,sweep,1147,7927590660159844889,0,0,0,0,0.000,3,12301,0.222,0,0,0.000,0,0,0.000,6.304
decode,sweep,1148,7927590660159844889,0,0,0,0,0.000,3,12304,0.222,0,0,0.000,0,0,0.000,6.326
decode,sweep,1149,7927590660159844889,0,0,0,0,0.000,2,8204,0.000,0,0,0.000,0,0,0.000,6.252
context,sweep,1157,7927590660159844889,0,4096,1,0,0.000,0,0,0.000,0,0,0.000,0,0,0.000,73.244
decode,sweep,1158,7927590660159844889,0,0,0,0,0.000,1,4096,0.000,13,53248,0.000,0,0,0.000,5.961
mixed,sweep,1159,7927590660159844889,0,8191,2,0,0.000,1,4097,0.000,11,45056,0.000,0,0,0.000,131.647
mixed,sweep,1160,7927590660159844889,0,8190,3,4095,0.000,2,8194,1.000,9,36864,0.000,0,0,0.000,134.559
mixed,sweep,1161,7927590660159844889,0,8188,3,4093,0.000,4,16388,1.500,7,28672,0.000,0,0,0.000,137.349
mixed,sweep,1162,7927590660159844889,0,8186,3,4089,0.000,6,24584,1.889,5,20480,0.000,0,0,0.000,138.599
mixed,sweep,1163,7927590660159844889,0,8184,3,4083,0.000,8,32782,2.438,3,12288,0.000,0,0,0.000,137.877
mixed,sweep,1164,7927590660159844889,0,8182,3,4075,0.000,10,40982,3.160,1,4096,0.000,0,0,0.000,138.564
