phase,source,lane,group,kclass,start_us,dur_us
prefill_captured,collector,memory,backbone,gdn_mamba,29795.157,13.472
prefill_captured,collector,memory,backbone,gdn_mamba,29886.902,5.824
prefill_captured,collector,memory,backbone,gdn_mamba,29996.471,9.536
prefill_captured,collector,memory,backbone,gdn_mamba,30078.328,5.952
prefill_captured,collector,memory,backbone,elementwise,30172.121,1.728
prefill_captured,collector,memory,backbone,elementwise,30189.145,6.816
prefill_captured,collector,memory,backbone,elementwise,30341.69,1.248
prefill_captured,collector,memory,backbone,elementwise,30343.258,2.08
prefill_captured,collector,memory,backbone,elementwise,30345.626,1.312
prefill_captured,collector,compute,backbone,dense_gemm,30347.45,4.417
prefill_captured,collector,compute,moe,shared_expert,30352.347,2.72
prefill_captured,collector,compute,backbone,dense_gemm,30355.739,3.904
prefill_captured,collector,compute,backbone,dense_gemm,30355.963,7.488
prefill_captured,collector,compute,backbone,dense_gemm,30358.203,3.616
prefill_captured,collector,compute,moe,router,30361.339,7.136
prefill_captured,collector,compute,moe,shared_expert,30363.931,1.92
prefill_captured,collector,compute,backbone,dense_gemm,30365.979,3.84
prefill_captured,collector,compute,moe,moe_gemm,30368.251,48.384
prefill_captured,collector,compute,backbone,dense_gemm,30410.939,6.432
prefill_captured,collector,compute,moe,moe_gemm,30414.139,26.144
prefill_captured,collector,compute,backbone,dense_gemm,30437.115,3.04
prefill_captured,collector,compute,moe,router,30438.747,4.352
prefill_captured,collector,memory,backbone,elementwise,30440.475,2.624
prefill_captured,collector,memory,backbone,elementwise,30443.771,4.224
prefill_captured,collector,memory,backbone,elementwise,30448.763,2.944
prefill_captured,collector,compute,backbone,dense_gemm,30451.451,3.808
prefill_captured,collector,compute,backbone,dense_gemm,30454.587,2.464
prefill_captured,collector,memory,backbone,elementwise,30457.404,1.28
prefill_captured,collector,compute,backbone,dense_gemm,30458.716,6.816
prefill_captured,collector,memory,backbone,gdn_mamba,30494.46,6.24
prefill_captured,collector,memory,backbone,gdn_mamba,30604.477,2.528
prefill_captured,collector,memory,backbone,elementwise,30638.397,2.176
prefill_captured,collector,memory,backbone,elementwise,30661.277,8.096
prefill_captured,collector,memory,backbone,elementwise,30679.998,2.08
prefill_captured,collector,memory,backbone,elementwise,30710.59,2.336
prefill_captured,collector,memory,backbone,gdn_mamba,30888.576,2.176
prefill_captured,collector,memory,backbone,gdn_mamba,30962.848,5.44
prefill_captured,collector,memory,backbone,elementwise,30998.337,1.344
prefill_captured,collector,memory,backbone,gdn_mamba,31049.761,13.472
prefill_captured,collector,memory,backbone,gdn_mamba,31134.146,5.888
prefill_captured,collector,memory,backbone,gdn_mamba,31239.811,9.568
prefill_captured,collector,memory,backbone,gdn_mamba,31330.756,5.952
prefill_captured,collector,memory,backbone,elementwise,31421.54,1.76
prefill_captured,collector,memory,backbone,elementwise,31438.565,6.592
prefill_captured,collector,memory,backbone,elementwise,31578.566,1.248
prefill_captured,collector,memory,backbone,elementwise,31580.134,2.048
prefill_captured,collector,memory,backbone,elementwise,31582.694,1.44
prefill_captured,collector,compute,backbone,dense_gemm,31584.774,4.512
prefill_captured,collector,compute,moe,shared_expert,31589.606,2.72
prefill_captured,collector,compute,backbone,dense_gemm,31592.966,3.68
prefill_captured,collector,compute,backbone,dense_gemm,31593.158,7.2
prefill_captured,collector,compute,backbone,dense_gemm,31595.462,3.392
prefill_captured,collector,compute,moe,router,31598.598,6.944
prefill_captured,collector,compute,moe,shared_expert,31600.806,1.792
prefill_captured,collector,compute,backbone,dense_gemm,31602.726,4.096
prefill_captured,collector,compute,moe,moe_gemm,31605.062,47.905
prefill_captured,collector,compute,backbone,dense_gemm,31648.039,6.528
prefill_captured,collector,compute,moe,moe_gemm,31650.535,26.528
prefill_captured,collector,compute,backbone,dense_gemm,31674.151,2.848
prefill_captured,collector,compute,moe,router,31675.335,5.376
prefill_captured,collector,memory,backbone,elementwise,31677.351,2.4
prefill_captured,collector,memory,backbone,elementwise,31680.231,4.096
prefill_captured,collector,memory,backbone,elementwise,31684.871,2.944
prefill_captured,collector,compute,backbone,dense_gemm,31687.719,4.096
prefill_captured,collector,compute,backbone,dense_gemm,31690.887,2.944
prefill_captured,collector,memory,backbone,elementwise,31694.151,1.311
prefill_captured,collector,compute,backbone,dense_gemm,31695.463,6.656
prefill_captured,collector,memory,backbone,gdn_mamba,31731.847,6.4
prefill_captured,collector,memory,backbone,gdn_mamba,31844.424,2.496
prefill_captured,collector,memory,backbone,elementwise,31878.537,2.08
prefill_captured,collector,memory,backbone,elementwise,31901.097,7.648
prefill_captured,collector,memory,backbone,elementwise,31919.241,2.08
prefill_captured,collector,memory,backbone,elementwise,31948.457,2.304
prefill_captured,collector,memory,backbone,gdn_mamba,32128.075,2.208
prefill_captured,collector,memory,backbone,gdn_mamba,32204.076,5.376
prefill_captured,collector,memory,backbone,elementwise,32239.692,1.344
prefill_captured,collector,memory,backbone,gdn_mamba,32300.557,13.408
prefill_captured,collector,memory,backbone,gdn_mamba,32387.885,5.953
prefill_captured,collector,memory,backbone,gdn_mamba,32491.406,9.569
prefill_captured,collector,memory,backbone,gdn_mamba,32569.231,6.016
prefill_captured,collector,memory,backbone,elementwise,32655.728,1.76
prefill_captured,collector,memory,backbone,elementwise,32671.664,6.752
prefill_captured,collector,memory,backbone,elementwise,32809.553,3.072
prefill_captured,collector,memory,backbone,elementwise,32812.977,2.24
prefill_captured,collector,memory,backbone,elementwise,32815.537,1.44
prefill_captured,collector,compute,backbone,dense_gemm,32817.617,4.896
prefill_captured,collector,compute,moe,shared_expert,32822.865,2.689
prefill_captured,collector,compute,backbone,dense_gemm,32826.194,3.872
prefill_captured,collector,compute,backbone,dense_gemm,32826.386,7.296
prefill_captured,collector,compute,backbone,dense_gemm,32828.658,3.616
prefill_captured,collector,compute,moe,router,32831.762,7.2
prefill_captured,collector,compute,moe,shared_expert,32834.162,1.952
prefill_captured,collector,compute,backbone,dense_gemm,32836.082,4.096
prefill_captured,collector,compute,moe,moe_gemm,32838.642,49.792
prefill_captured,collector,compute,backbone,dense_gemm,32882.898,6.464
prefill_captured,collector,compute,moe,moe_gemm,32886.418,26.016
prefill_captured,collector,compute,backbone,dense_gemm,32909.234,2.88
prefill_captured,collector,compute,moe,router,32911.122,3.808
prefill_captured,collector,memory,backbone,elementwise,32912.434,2.592
prefill_captured,collector,memory,backbone,elementwise,32915.666,4.16
prefill_captured,collector,memory,backbone,elementwise,32920.146,2.816
prefill_captured,collector,compute,backbone,dense_gemm,32923.25,6.112
prefill_captured,collector,memory,backbone,elementwise,32929.714,1.345
prefill_captured,collector,memory,backbone,elementwise,32931.379,1.632
prefill_captured,collector,memory,backbone,elementwise,32933.331,2.976
prefill_captured,collector,compute,backbone,attention,32937.747,2.944
prefill_captured,collector,compute,backbone,attention,33014.739,10.944
prefill_captured,collector,memory,backbone,elementwise,33099.956,1.408
prefill_captured,collector,compute,backbone,dense_gemm,33103.572,4.736
prefill_captured,collector,compute,moe,shared_expert,33108.596,2.592
prefill_captured,collector,compute,backbone,dense_gemm,33111.636,3.84
prefill_captured,collector,compute,backbone,dense_gemm,33111.86,7.264
prefill_captured,collector,compute,backbone,dense_gemm,33114.132,3.52
prefill_captured,collector,compute,moe,router,33117.3,7.328
prefill_captured,collector,compute,moe,shared_expert,33119.572,1.951
prefill_captured,collector,compute,backbone,dense_gemm,33121.524,4.256
prefill_captured,collector,compute,moe,moe_gemm,33124.34,46.625
prefill_captured,collector,compute,backbone,dense_gemm,33165.653,6.528
prefill_captured,collector,compute,moe,moe_gemm,33168.693,25.568
prefill_captured,collector,compute,backbone,dense_gemm,33191.125,3.232
prefill_captured,collector,compute,moe,router,33192.693,5.472
prefill_captured,collector,memory,backbone,elementwise,33194.869,2.176
prefill_captured,collector,memory,backbone,elementwise,33197.493,4.224
prefill_captured,collector,memory,backbone,elementwise,33202.069,2.656
prefill_captured,collector,compute,backbone,dense_gemm,33204.629,4.096
prefill_captured,collector,compute,backbone,dense_gemm,33207.765,2.976
prefill_captured,collector,memory,backbone,elementwise,33211.061,1.376
prefill_captured,collector,compute,backbone,dense_gemm,33212.469,6.816
prefill_captured,collector,memory,backbone,gdn_mamba,33255.542,6.112
prefill_captured,collector,memory,backbone,gdn_mamba,33378.967,2.528
prefill_captured,collector,memory,backbone,elementwise,33416.887,2.08
prefill_captured,collector,memory,backbone,elementwise,33440.887,7.744
prefill_captured,collector,memory,backbone,elementwise,33460.183,1.664
prefill_captured,collector,memory,backbone,elementwise,33495.288,2.304
prefill_captured,collector,memory,backbone,gdn_mamba,33689.562,2.208
prefill_captured,collector,memory,backbone,gdn_mamba,33765.242,5.6
prefill_captured,collector,memory,backbone,elementwise,33801.883,1.6
prefill_captured,collector,memory,backbone,gdn_mamba,33853.691,13.408
prefill_captured,collector,memory,backbone,gdn_mamba,33942.844,5.76
prefill_captured,collector,memory,backbone,gdn_mamba,34046.685,9.28
prefill_captured,collector,memory,backbone,gdn_mamba,34126.91,5.824
prefill_captured,collector,memory,backbone,elementwise,34218.174,1.696
prefill_captured,collector,memory,backbone,elementwise,34234.911,6.88
prefill_captured,collector,memory,backbone,elementwise,34386.016,1.376
prefill_captured,collector,memory,backbone,elementwise,34387.712,2.208
prefill_captured,collector,memory,backbone,elementwise,34390.272,1.44
prefill_captured,collector,compute,backbone,dense_gemm,34392.32,4.736
prefill_captured,collector,compute,moe,shared_expert,34397.376,2.752
prefill_captured,collector,compute,backbone,dense_gemm,34400.896,3.616
prefill_captured,collector,compute,backbone,dense_gemm,34401.12,6.944
prefill_captured,collector,compute,backbone,dense_gemm,34403.36,3.36
prefill_captured,collector,compute,moe,router,34406.528,7.168
prefill_captured,collector,compute,moe,shared_expert,34408.512,1.76
prefill_captured,collector,compute,backbone,dense_gemm,34410.624,4.384
prefill_captured,collector,compute,moe,moe_gemm,34413.408,48.737
prefill_captured,collector,compute,backbone,dense_gemm,34457.281,5.792
prefill_captured,collector,compute,moe,moe_gemm,34460.065,25.312
prefill_captured,collector,compute,backbone,dense_gemm,34481.825,3.104
prefill_captured,collector,compute,moe,router,34483.553,5.376
prefill_captured,collector,memory,backbone,elementwise,34485.217,2.912
prefill_captured,collector,memory,backbone,elementwise,34488.481,4.064
prefill_captured,collector,memory,backbone,elementwise,34492.865,3.104
prefill_captured,collector,compute,backbone,dense_gemm,34495.841,3.648
prefill_captured,collector,compute,backbone,dense_gemm,34498.849,2.656
prefill_captured,collector,memory,backbone,elementwise,34501.857,1.311
prefill_captured,collector,compute,backbone,dense_gemm,34503.169,6.848
prefill_captured,collector,memory,backbone,gdn_mamba,34544.034,6.272
prefill_captured,collector,memory,backbone,gdn_mamba,34655.331,2.496
prefill_captured,collector,memory,backbone,elementwise,34690.435,2.08
prefill_captured,collector,memory,backbone,elementwise,34713.187,7.808
prefill_captured,collector,memory,backbone,elementwise,34732.099,1.632
prefill_captured,collector,memory,backbone,elementwise,34762.148,2.304
prefill_captured,collector,memory,backbone,gdn_mamba,34942.437,2.176
prefill_captured,collector,memory,backbone,gdn_mamba,35018.662,5.568
prefill_captured,collector,memory,backbone,elementwise,35053.03,1.6
prefill_captured,collector,memory,backbone,gdn_mamba,35103.399,13.312
prefill_captured,collector,memory,backbone,gdn_mamba,35188.199,5.857
prefill_captured,collector,memory,backbone,gdn_mamba,35298.537,9.312
prefill_captured,collector,memory,backbone,gdn_mamba,35374.473,5.824
prefill_captured,collector,memory,backbone,elementwise,35461.386,1.696
prefill_captured,collector,memory,backbone,elementwise,35477.354,6.752
prefill_captured,collector,memory,backbone,elementwise,35612.523,1.216
prefill_captured,collector,memory,backbone,elementwise,35614.219,2.304
prefill_captured,collector,memory,backbone,elementwise,35616.843,1.472
prefill_captured,collector,compute,backbone,dense_gemm,35618.924,4.64
prefill_captured,collector,compute,moe,shared_expert,35623.884,2.752
prefill_captured,collector,compute,backbone,dense_gemm,35627.308,3.776
prefill_captured,collector,compute,backbone,dense_gemm,35627.5,7.392
prefill_captured,collector,compute,backbone,dense_gemm,35630.028,3.456
prefill_captured,collector,compute,moe,router,35632.94,7.008
prefill_captured,collector,compute,moe,shared_expert,35635.34,1.952
prefill_captured,collector,compute,backbone,dense_gemm,35637.516,3.776
prefill_captured,collector,compute,moe,moe_gemm,35639.66,45.792
prefill_captured,collector,compute,backbone,dense_gemm,35679.692,9.408
prefill_captured,collector,compute,moe,moe_gemm,35683.564,24.896
prefill_captured,collector,compute,backbone,dense_gemm,35705.1,2.944
prefill_captured,collector,compute,moe,router,35706.476,5.888
prefill_captured,collector,memory,backbone,elementwise,35708.332,2.528
prefill_captured,collector,memory,backbone,elementwise,35711.404,4.32
prefill_captured,collector,memory,backbone,elementwise,35716.044,2.88
prefill_captured,collector,compute,backbone,dense_gemm,35718.828,3.744
prefill_captured,collector,compute,backbone,dense_gemm,35721.868,2.56
prefill_captured,collector,memory,backbone,elementwise,35724.78,1.28
prefill_captured,collector,compute,backbone,dense_gemm,35726.189,6.848
prefill_captured,collector,memory,backbone,gdn_mamba,35764.173,6.272
prefill_captured,collector,memory,backbone,gdn_mamba,35875.822,2.496
prefill_captured,collector,memory,backbone,elementwise,35909.23,2.112
prefill_captured,collector,memory,backbone,elementwise,35931.758,7.936
prefill_captured,collector,memory,backbone,elementwise,35949.999,1.664
prefill_captured,collector,memory,backbone,elementwise,35979.855,2.304
prefill_captured,collector,memory,backbone,gdn_mamba,36156.881,2.176
prefill_captured,collector,memory,backbone,gdn_mamba,36229.873,5.6
prefill_captured,collector,memory,backbone,elementwise,36263.697,1.633
prefill_captured,collector,memory,backbone,gdn_mamba,36345.938,13.344
prefill_captured,collector,memory,backbone,gdn_mamba,36430.355,5.984
prefill_captured,collector,memory,backbone,gdn_mamba,36529.812,9.312
prefill_captured,collector,memory,backbone,gdn_mamba,36607.637,5.856
prefill_captured,collector,memory,backbone,elementwise,36696.662,1.728
prefill_captured,collector,memory,backbone,elementwise,36713.302,6.944
prefill_captured,collector,memory,backbone,elementwise,36850.263,3.136
prefill_captured,collector,memory,backbone,elementwise,36853.719,2.24
prefill_captured,collector,memory,backbone,elementwise,36856.279,1.472
prefill_captured,collector,compute,backbone,dense_gemm,36858.359,4.512
prefill_captured,collector,compute,moe,shared_expert,36863.191,2.752
prefill_captured,collector,compute,backbone,dense_gemm,36866.071,3.744
prefill_captured,collector,compute,backbone,dense_gemm,36866.295,7.264
prefill_captured,collector,compute,backbone,dense_gemm,36868.407,3.68
prefill_captured,collector,compute,moe,router,36872.183,6.848
prefill_captured,collector,compute,moe,shared_expert,36874.167,1.792
prefill_captured,collector,compute,backbone,dense_gemm,36876.311,4.16
prefill_captured,collector,compute,moe,moe_gemm,36878.807,47.201
prefill_captured,collector,compute,backbone,dense_gemm,36922.008,8.768
prefill_captured,collector,compute,moe,moe_gemm,36923.64,26.336
prefill_captured,collector,compute,backbone,dense_gemm,36947.48,2.944
prefill_captured,collector,compute,moe,router,36948.216,5.12
prefill_captured,collector,memory,backbone,elementwise,36950.872,2.496
prefill_captured,collector,memory,backbone,elementwise,36953.816,4.064
prefill_captured,collector,memory,backbone,elementwise,36958.392,2.816
prefill_captured,collector,compute,backbone,dense_gemm,36961.624,5.92
prefill_captured,collector,memory,backbone,elementwise,36967.896,1.504
prefill_captured,collector,memory,backbone,elementwise,36969.72,1.76
prefill_captured,collector,memory,backbone,elementwise,36971.8,2.784
prefill_captured,collector,compute,backbone,attention,36977.752,2.944
prefill_captured,collector,compute,backbone,attention,37057.913,10.752
prefill_captured,collector,memory,backbone,elementwise,37142.778,1.6
prefill_captured,collector,compute,backbone,dense_gemm,37146.106,4.48
prefill_captured,collector,compute,moe,shared_expert,37150.906,2.72
prefill_captured,collector,compute,backbone,dense_gemm,37154.266,3.84
prefill_captured,collector,compute,backbone,dense_gemm,37154.458,7.52
prefill_captured,collector,compute,backbone,dense_gemm,37156.73,3.584
prefill_captured,collector,compute,moe,router,37159.866,7.2
prefill_captured,collector,compute,moe,shared_expert,37162.266,1.824
prefill_captured,collector,compute,backbone,dense_gemm,37164.218,4.064
prefill_captured,collector,compute,moe,moe_gemm,37166.714,47.424
prefill_captured,collector,compute,backbone,dense_gemm,37208.314,5.856
prefill_captured,collector,compute,moe,moe_gemm,37211.546,25.377
prefill_captured,collector,compute,backbone,dense_gemm,37234.107,2.944
prefill_captured,collector,compute,moe,router,37235.355,4.288
prefill_captured,collector,memory,backbone,elementwise,37237.691,2.72
prefill_captured,collector,memory,backbone,elementwise,37240.731,4.32
prefill_captured,collector,memory,backbone,elementwise,37245.371,2.752
prefill_captured,collector,compute,backbone,dense_gemm,37247.995,3.744
prefill_captured,collector,compute,backbone,dense_gemm,37251.003,2.592
prefill_captured,collector,memory,backbone,elementwise,37254.171,1.247
prefill_captured,collector,compute,backbone,dense_gemm,37255.419,6.72
prefill_captured,collector,memory,backbone,gdn_mamba,37321.659,6.048
prefill_captured,collector,memory,backbone,gdn_mamba,37439.1,2.336
prefill_captured,collector,memory,backbone,elementwise,37478.109,1.664
prefill_captured,collector,memory,backbone,elementwise,37503.261,7.744
prefill_captured,collector,memory,backbone,elementwise,37523.133,1.632
prefill_captured,collector,memory,backbone,elementwise,37559.358,2.464
prefill_captured,collector,memory,backbone,gdn_mamba,37765.471,2.208
prefill_captured,collector,memory,backbone,gdn_mamba,37846.496,5.472
prefill_captured,collector,memory,backbone,elementwise,37884.289,1.6
prefill_captured,collector,memory,backbone,gdn_mamba,37939.521,13.216
prefill_captured,collector,memory,backbone,gdn_mamba,38031.138,5.376
prefill_captured,collector,memory,backbone,gdn_mamba,38139.235,9.28
prefill_captured,collector,memory,backbone,gdn_mamba,38220.644,5.856
prefill_captured,collector,memory,backbone,elementwise,38326.693,2.048
prefill_captured,collector,memory,backbone,elementwise,38343.653,6.816
prefill_captured,collector,memory,backbone,elementwise,38484.422,1.248
prefill_captured,collector,memory,backbone,elementwise,38486.214,2.08
prefill_captured,collector,memory,backbone,elementwise,38488.614,1.312
prefill_captured,collector,compute,backbone,dense_gemm,38490.566,4.512
prefill_captured,collector,compute,moe,shared_expert,38495.398,2.72
prefill_captured,collector,compute,backbone,dense_gemm,38498.758,3.872
prefill_captured,collector,compute,backbone,dense_gemm,38498.982,7.264
prefill_captured,collector,compute,backbone,dense_gemm,38501.35,3.584
prefill_captured,collector,compute,moe,router,38503.91,7.552
prefill_captured,collector,compute,moe,shared_expert,38506.726,1.792
prefill_captured,collector,compute,backbone,dense_gemm,38508.646,4.064
prefill_captured,collector,compute,moe,moe_gemm,38511.142,48.609
prefill_captured,collector,compute,backbone,dense_gemm,38554.535,5.536
prefill_captured,collector,compute,moe,moe_gemm,38557.063,26.848
prefill_captured,collector,compute,backbone,dense_gemm,38581.543,3.104
prefill_captured,collector,compute,moe,router,38582.119,5.824
prefill_captured,collector,memory,backbone,elementwise,38585.031,2.912
prefill_captured,collector,memory,backbone,elementwise,38588.391,4.192
prefill_captured,collector,memory,backbone,elementwise,38592.903,3.008
prefill_captured,collector,compute,backbone,dense_gemm,38595.879,3.904
prefill_captured,collector,compute,backbone,dense_gemm,38599.207,2.496
prefill_captured,collector,memory,backbone,elementwise,38602.023,1.439
prefill_captured,collector,compute,backbone,dense_gemm,38603.463,6.816
prefill_captured,collector,memory,backbone,gdn_mamba,38638.312,6.208
prefill_captured,collector,memory,backbone,gdn_mamba,38748.361,2.368
prefill_captured,collector,memory,backbone,elementwise,38782.249,1.696
prefill_captured,collector,memory,backbone,elementwise,38805.865,7.84
prefill_captured,collector,memory,backbone,elementwise,38824.745,1.664
prefill_captured,collector,memory,backbone,elementwise,38856.65,2.464
prefill_captured,collector,memory,backbone,gdn_mamba,39038.795,2.208
prefill_captured,collector,memory,backbone,gdn_mamba,39114.732,5.504
prefill_captured,collector,memory,backbone,elementwise,39149.932,1.6
prefill_captured,collector,memory,backbone,gdn_mamba,39201.325,13.28
prefill_captured,collector,memory,backbone,gdn_mamba,39298.99,5.408
prefill_captured,collector,memory,backbone,gdn_mamba,39402.543,9.28
prefill_captured,collector,memory,backbone,gdn_mamba,39481.775,5.856
prefill_captured,collector,memory,backbone,elementwise,39571.76,2.048
prefill_captured,collector,memory,backbone,elementwise,39587.6,6.88
prefill_captured,collector,memory,backbone,elementwise,39727.122,1.376
prefill_captured,collector,memory,backbone,elementwise,39728.818,2.208
prefill_captured,collector,memory,backbone,elementwise,39731.346,1.44
prefill_captured,collector,compute,backbone,dense_gemm,39733.426,4.608
prefill_captured,collector,compute,moe,shared_expert,39738.354,2.944
prefill_captured,collector,compute,backbone,dense_gemm,39741.906,3.872
prefill_captured,collector,compute,backbone,dense_gemm,39742.13,7.296
prefill_captured,collector,compute,backbone,dense_gemm,39744.242,3.584
prefill_captured,collector,compute,moe,router,39747.506,6.88
prefill_captured,collector,compute,moe,shared_expert,39749.874,1.792
prefill_captured,collector,compute,backbone,dense_gemm,39751.794,3.968
prefill_captured,collector,compute,moe,moe_gemm,39754.13,46.88
prefill_captured,collector,compute,backbone,dense_gemm,39798.738,7.744
prefill_captured,collector,compute,moe,moe_gemm,39799.218,25.217
prefill_captured,collector,compute,backbone,dense_gemm,39821.331,3.392
prefill_captured,collector,compute,moe,router,39822.931,4.224
prefill_captured,collector,memory,backbone,elementwise,39825.235,2.72
prefill_captured,collector,memory,backbone,elementwise,39828.275,4.384
prefill_captured,collector,memory,backbone,elementwise,39833.235,2.88
prefill_captured,collector,compute,backbone,dense_gemm,39836.019,3.616
prefill_captured,collector,compute,backbone,dense_gemm,39839.091,2.368
prefill_captured,collector,memory,backbone,elementwise,39841.939,1.439
prefill_captured,collector,compute,backbone,dense_gemm,39843.379,6.944
prefill_captured,collector,memory,backbone,gdn_mamba,39880.275,6.432
prefill_captured,collector,memory,backbone,gdn_mamba,39991.252,2.336
prefill_captured,collector,memory,backbone,elementwise,40025.236,1.824
prefill_captured,collector,memory,backbone,elementwise,40048.021,7.84
prefill_captured,collector,memory,backbone,elementwise,40067.189,1.664
prefill_captured,collector,memory,backbone,elementwise,40097.525,2.496
prefill_captured,collector,memory,backbone,gdn_mamba,40291.095,2.208
prefill_captured,collector,memory,backbone,gdn_mamba,40370.136,5.472
prefill_captured,collector,memory,backbone,elementwise,40405.496,1.632
prefill_captured,collector,memory,backbone,gdn_mamba,40459.545,13.152
prefill_captured,collector,memory,backbone,gdn_mamba,40551.193,5.408
prefill_captured,collector,memory,backbone,gdn_mamba,40657.178,9.376
prefill_captured,collector,memory,backbone,gdn_mamba,40737.275,5.856
prefill_captured,collector,memory,backbone,elementwise,40825.788,2.048
prefill_captured,collector,memory,backbone,elementwise,40841.724,6.784
prefill_captured,collector,memory,backbone,elementwise,40977.213,2.912
prefill_captured,collector,memory,backbone,elementwise,40980.445,2.24
prefill_captured,collector,memory,backbone,elementwise,40983.005,1.44
prefill_captured,collector,compute,backbone,dense_gemm,40985.085,4.64
prefill_captured,collector,compute,moe,shared_expert,40990.269,2.944
prefill_captured,collector,compute,backbone,dense_gemm,40993.853,3.809
prefill_captured,collector,compute,backbone,dense_gemm,40994.045,7.329
prefill_captured,collector,compute,backbone,dense_gemm,40996.574,3.328
prefill_captured,collector,compute,moe,router,40999.518,7.328
prefill_captured,collector,compute,moe,shared_expert,41001.822,1.792
prefill_captured,collector,compute,backbone,dense_gemm,41003.71,4.352
prefill_captured,collector,compute,moe,moe_gemm,41006.462,48.512
prefill_captured,collector,compute,backbone,dense_gemm,41049.374,6.72
prefill_captured,collector,compute,moe,moe_gemm,41052.67,25.568
prefill_captured,collector,compute,backbone,dense_gemm,41075.486,3.2
prefill_captured,collector,compute,moe,router,41076.638,5.6
prefill_captured,collector,memory,backbone,elementwise,41079.166,3.168
prefill_captured,collector,memory,backbone,elementwise,41082.718,4.224
prefill_captured,collector,memory,backbone,elementwise,41087.294,2.752
prefill_captured,collector,compute,backbone,dense_gemm,41090.654,6.112
prefill_captured,collector,memory,backbone,elementwise,41097.278,1.536
prefill_captured,collector,memory,backbone,elementwise,41099.102,1.792
prefill_captured,collector,memory,backbone,elementwise,41101.214,2.945
prefill_captured,collector,compute,backbone,attention,41106.591,2.976
prefill_captured,collector,compute,backbone,attention,41181.695,10.912
prefill_captured,collector,memory,backbone,elementwise,41255.52,1.376
prefill_captured,collector,compute,backbone,dense_gemm,41258.08,4.704
prefill_captured,collector,compute,moe,shared_expert,41262.976,2.784
prefill_captured,collector,compute,backbone,dense_gemm,41266.016,3.648
prefill_captured,collector,compute,backbone,dense_gemm,41266.24,6.976
prefill_captured,collector,compute,backbone,dense_gemm,41268.544,3.36
prefill_captured,collector,compute,moe,router,41271.744,7.392
prefill_captured,collector,compute,moe,shared_expert,41273.696,1.792
prefill_captured,collector,compute,backbone,dense_gemm,41275.616,4.896
prefill_captured,collector,compute,moe,moe_gemm,41278.848,47.617
prefill_captured,collector,compute,backbone,dense_gemm,41320.769,6.24
prefill_captured,collector,compute,moe,moe_gemm,41324.097,25.632
prefill_captured,collector,compute,backbone,dense_gemm,41345.889,3.744
prefill_captured,collector,compute,moe,router,41348.033,5.76
prefill_captured,collector,memory,backbone,elementwise,41349.953,2.592
prefill_captured,collector,memory,backbone,elementwise,41353.281,4.16
prefill_captured,collector,memory,backbone,elementwise,41357.761,4.32
prefill_captured,collector,memory,backbone,elementwise,41413.857,1.856
prefill_captured,collector,memory,backbone,elementwise,41437.634,7.04
prefill_captured,collector,compute,backbone,dense_gemm,41571.267,152.865
prefill_captured,collector,memory,backbone,elementwise,43240.85,4.64
prefill_captured,collector,memory,backbone,elementwise,43318.547,8.256
prefill_captured,collector,memory,backbone,elementwise,43355.699,2.048
prefill_captured,collector,host,backbone,host_active,0.0,1.184
prefill_captured,collector,host,backbone,host_active,1.792,14.528
prefill_captured,collector,host,backbone,host_active,16.64,1.632
prefill_captured,collector,host,idle,gpu_idle,18.272,214.114
prefill_captured,collector,host,backbone,host_active,232.386,5.536
prefill_captured,collector,host,idle,gpu_idle,237.922,144.642
prefill_captured,collector,host,backbone,host_active,382.564,2.528
prefill_captured,collector,host,idle,gpu_idle,385.092,48.416
prefill_captured,collector,host,backbone,host_active,433.508,2.24
prefill_captured,collector,host,idle,gpu_idle,435.748,29.473
prefill_captured,collector,host,backbone,host_active,465.221,7.072
prefill_captured,collector,host,idle,gpu_idle,472.293,15.008
prefill_captured,collector,host,backbone,host_active,487.301,1.696
prefill_captured,collector,host,idle,gpu_idle,488.997,33.408
prefill_captured,collector,host,backbone,host_active,522.405,2.304
prefill_captured,collector,host,idle,gpu_idle,524.709,229.666
prefill_captured,collector,host,backbone,host_active,754.375,2.016
prefill_captured,collector,host,idle,gpu_idle,756.391,87.841
prefill_captured,collector,host,backbone,host_active,844.232,5.6
prefill_captured,collector,host,idle,gpu_idle,849.832,34.208
prefill_captured,collector,host,backbone,host_active,884.04,1.632
prefill_captured,collector,host,idle,gpu_idle,885.672,58.817
prefill_captured,collector,host,backbone,host_active,944.489,13.408
prefill_captured,collector,host,idle,gpu_idle,957.897,85.473
prefill_captured,collector,host,backbone,host_active,1043.37,5.856
prefill_captured,collector,host,idle,gpu_idle,1049.226,109.697
prefill_captured,collector,host,backbone,host_active,1158.923,9.312
prefill_captured,collector,host,idle,gpu_idle,1168.235,78.145
prefill_captured,collector,host,backbone,host_active,1246.38,5.824
prefill_captured,collector,host,idle,gpu_idle,1252.204,112.897
prefill_captured,collector,host,backbone,host_active,1365.101,1.728
prefill_captured,collector,host,idle,gpu_idle,1366.829,17.12
prefill_captured,collector,host,backbone,host_active,1383.949,6.784
prefill_captured,collector,host,idle,gpu_idle,1390.733,149.922
prefill_captured,collector,host,backbone,host_active,1540.655,1.248
prefill_captured,collector,host,backbone,host_active,1542.223,2.144
prefill_captured,collector,host,backbone,host_active,1544.687,1.664
