phase,source,lane,group,kclass,start_us,dur_us
prefill_eager,golden,memory,backbone,gdn_mamba,8645.761,5.568
prefill_eager,golden,memory,backbone,elementwise,8675.544,2.176
prefill_eager,golden,memory,backbone,elementwise,8682.53,6.977
prefill_eager,golden,memory,backbone,elementwise,8734.659,1.376
prefill_eager,golden,memory,backbone,elementwise,8742.248,4.576
prefill_eager,golden,memory,backbone,elementwise,8751.3,1.793
prefill_eager,golden,compute,backbone,dense_gemm,8773.608,5.152
prefill_eager,golden,comm,comm,all_reduce,8800.826,22.401
prefill_eager,golden,compute,moe,shared_expert,9042.372,3.392
prefill_eager,golden,compute,backbone,dense_gemm,9045.774,5.248
prefill_eager,golden,compute,backbone,dense_gemm,9050.222,5.376
prefill_eager,golden,compute,moe,shared_expert,9055.991,1.92
prefill_eager,golden,compute,backbone,dense_gemm,9057.96,4.032
prefill_eager,golden,compute,backbone,dense_gemm,9060.808,4.544
prefill_eager,golden,compute,backbone,dense_gemm,9064.168,3.104
prefill_eager,golden,memory,backbone,elementwise,9068.086,2.464
prefill_eager,golden,memory,backbone,elementwise,9071.051,4.543
prefill_eager,golden,compute,moe,router,9075.594,3.008
prefill_eager,golden,compute,moe,router,9078.651,1.312
prefill_eager,golden,compute,moe,router,9080.444,5.92
prefill_eager,golden,compute,moe,moe_gemm,9136.503,31.392
prefill_eager,golden,compute,moe,moe_gemm,9166.455,16.832
prefill_eager,golden,compute,moe,router,9181.719,4.608
prefill_eager,golden,comm,comm,all_reduce,9206.695,2.368
prefill_eager,golden,comm,comm,all_reduce,9234.417,22.401
prefill_eager,golden,memory,backbone,elementwise,9478.623,3.296
prefill_eager,golden,compute,backbone,dense_gemm,9481.949,8.416
prefill_eager,golden,compute,backbone,dense_gemm,9489.117,4.672
prefill_eager,golden,compute,backbone,dense_gemm,9492.797,3.232
prefill_eager,golden,memory,backbone,elementwise,9496.539,1.824
prefill_eager,golden,memory,backbone,gdn_mamba,9499.06,6.24
prefill_eager,golden,memory,backbone,gdn_mamba,9505.889,2.592
prefill_eager,golden,memory,backbone,elementwise,9514.223,2.144
prefill_eager,golden,memory,backbone,elementwise,9525.555,7.809
prefill_eager,golden,memory,backbone,elementwise,9537.928,1.664
prefill_eager,golden,memory,backbone,elementwise,9550.585,2.368
prefill_eager,golden,memory,backbone,gdn_mamba,9607.038,2.496
prefill_eager,golden,memory,backbone,gdn_mamba,9635.193,4.512
prefill_eager,golden,memory,backbone,elementwise,9650.698,1.6
prefill_eager,golden,memory,backbone,gdn_mamba,9672.685,13.376
prefill_eager,golden,memory,backbone,gdn_mamba,9710.807,5.792
prefill_eager,golden,memory,backbone,gdn_mamba,9751.749,16.576
prefill_eager,golden,memory,backbone,gdn_mamba,9790.45,5.536
prefill_eager,golden,memory,backbone,elementwise,9819.543,1.792
prefill_eager,golden,memory,backbone,elementwise,9826.106,6.944
prefill_eager,golden,memory,backbone,elementwise,9876.799,1.6
prefill_eager,golden,memory,backbone,elementwise,9884.681,4.512
prefill_eager,golden,memory,backbone,elementwise,9893.541,1.92
prefill_eager,golden,compute,backbone,dense_gemm,9914.935,5.312
prefill_eager,golden,comm,comm,all_reduce,9941.086,22.401
prefill_eager,golden,compute,moe,shared_expert,10144.528,3.264
prefill_eager,golden,compute,backbone,dense_gemm,10147.728,5.248
prefill_eager,golden,compute,backbone,dense_gemm,10152.016,5.44
prefill_eager,golden,compute,moe,shared_expert,10158.104,2.176
prefill_eager,golden,compute,backbone,dense_gemm,10160.29,4.0
prefill_eager,golden,compute,backbone,dense_gemm,10162.946,4.704
prefill_eager,golden,compute,backbone,dense_gemm,10166.626,2.976
prefill_eager,golden,memory,backbone,elementwise,10170.564,2.208
prefill_eager,golden,memory,backbone,elementwise,10173.351,4.352
prefill_eager,golden,compute,moe,router,10195.656,3.104
prefill_eager,golden,compute,moe,router,10200.222,1.696
prefill_eager,golden,compute,moe,router,10204.009,5.568
prefill_eager,golden,compute,moe,moe_gemm,10275.038,31.713
prefill_eager,golden,compute,moe,moe_gemm,10305.311,17.152
prefill_eager,golden,compute,moe,router,10320.607,5.28
prefill_eager,golden,comm,comm,all_reduce,10345.518,2.432
prefill_eager,golden,comm,comm,all_reduce,10372.863,22.401
prefill_eager,golden,memory,backbone,elementwise,10582.38,3.488
prefill_eager,golden,compute,backbone,dense_gemm,10585.878,8.128
prefill_eager,golden,compute,backbone,dense_gemm,10592.822,4.48
prefill_eager,golden,compute,backbone,dense_gemm,10596.598,2.912
prefill_eager,golden,memory,backbone,elementwise,10600.315,1.6
prefill_eager,golden,memory,backbone,gdn_mamba,10602.671,6.336
prefill_eager,golden,memory,backbone,gdn_mamba,10609.586,2.464
prefill_eager,golden,memory,backbone,elementwise,10620.197,2.144
prefill_eager,golden,memory,backbone,elementwise,10631.45,8.16
prefill_eager,golden,memory,backbone,elementwise,10643.998,2.016
prefill_eager,golden,memory,backbone,elementwise,10656.919,2.432
prefill_eager,golden,memory,backbone,gdn_mamba,10714.015,2.112
prefill_eager,golden,memory,backbone,gdn_mamba,10742.384,4.224
prefill_eager,golden,memory,backbone,elementwise,10763.648,1.408
prefill_eager,golden,memory,backbone,gdn_mamba,10781.35,13.249
prefill_eager,golden,memory,backbone,gdn_mamba,10819.923,5.728
prefill_eager,golden,memory,backbone,gdn_mamba,10859.781,17.152
prefill_eager,golden,memory,backbone,gdn_mamba,10898.154,5.569
prefill_eager,golden,memory,backbone,elementwise,10926.633,2.144
prefill_eager,golden,memory,backbone,elementwise,10933.577,6.785
prefill_eager,golden,memory,backbone,elementwise,10985.17,3.328
prefill_eager,golden,memory,backbone,elementwise,10993.759,4.544
prefill_eager,golden,memory,backbone,elementwise,11003.054,1.6
prefill_eager,golden,compute,backbone,dense_gemm,11024.659,5.376
prefill_eager,golden,comm,comm,all_reduce,11051.482,22.401
prefill_eager,golden,compute,moe,shared_expert,11257.28,3.168
prefill_eager,golden,compute,backbone,dense_gemm,11260.477,5.088
prefill_eager,golden,compute,backbone,dense_gemm,11264.637,5.28
prefill_eager,golden,compute,moe,shared_expert,11270.732,1.728
prefill_eager,golden,compute,backbone,dense_gemm,11272.47,3.936
prefill_eager,golden,compute,backbone,dense_gemm,11275.414,4.032
prefill_eager,golden,compute,backbone,dense_gemm,11278.806,2.624
prefill_eager,golden,memory,backbone,elementwise,11281.813,2.496
prefill_eager,golden,memory,backbone,elementwise,11284.898,4.32
prefill_eager,golden,compute,moe,router,11303.234,2.784
prefill_eager,golden,compute,moe,router,11307.559,1.344
prefill_eager,golden,compute,moe,router,11310.896,5.856
prefill_eager,golden,compute,moe,moe_gemm,11382.046,37.248
prefill_eager,golden,compute,moe,moe_gemm,11417.31,20.832
prefill_eager,golden,compute,moe,router,11437.054,4.192
prefill_eager,golden,comm,comm,all_reduce,11456.706,2.368
prefill_eager,golden,comm,comm,all_reduce,11483.781,22.401
prefill_eager,golden,memory,backbone,elementwise,11701.357,3.2
prefill_eager,golden,compute,backbone,dense_gemm,11704.586,7.329
prefill_eager,golden,memory,backbone,elementwise,11712.327,2.048
prefill_eager,golden,memory,backbone,elementwise,11715.013,2.24
prefill_eager,golden,memory,backbone,elementwise,11717.823,2.976
prefill_eager,golden,compute,backbone,attention,11721.142,3.168
prefill_eager,golden,compute,backbone,attention,11724.359,12.704
prefill_eager,golden,memory,backbone,elementwise,11737.976,2.336
prefill_eager,golden,compute,backbone,dense_gemm,11740.351,5.312
prefill_eager,golden,comm,comm,all_reduce,11751.317,22.401
prefill_eager,golden,compute,moe,shared_expert,11975.382,3.264
prefill_eager,golden,compute,backbone,dense_gemm,11978.656,5.184
prefill_eager,golden,compute,backbone,dense_gemm,11982.912,5.216
prefill_eager,golden,compute,moe,shared_expert,11989.001,1.888
prefill_eager,golden,compute,backbone,dense_gemm,11990.948,3.872
prefill_eager,golden,compute,backbone,dense_gemm,11993.636,4.448
prefill_eager,golden,compute,backbone,dense_gemm,11997.156,2.88
prefill_eager,golden,memory,backbone,elementwise,12000.34,2.528
prefill_eager,golden,memory,backbone,elementwise,12003.29,4.384
prefill_eager,golden,compute,moe,router,12007.675,2.975
prefill_eager,golden,compute,moe,router,12010.65,1.664
prefill_eager,golden,compute,moe,router,12012.795,5.76
prefill_eager,golden,compute,moe,moe_gemm,12074.711,37.792
prefill_eager,golden,compute,moe,moe_gemm,12110.999,21.696
prefill_eager,golden,compute,moe,router,12131.287,4.576
prefill_eager,golden,comm,comm,all_reduce,12151.018,3.136
prefill_eager,golden,comm,comm,all_reduce,12177.467,22.401
prefill_eager,golden,memory,backbone,elementwise,12412.24,3.456
prefill_eager,golden,compute,backbone,dense_gemm,12415.745,7.904
prefill_eager,golden,compute,backbone,dense_gemm,12422.529,4.384
prefill_eager,golden,compute,backbone,dense_gemm,12426.081,3.2
prefill_eager,golden,memory,backbone,elementwise,12430.086,1.632
prefill_eager,golden,memory,backbone,gdn_mamba,12432.376,6.4
prefill_eager,golden,memory,backbone,gdn_mamba,12439.326,2.56
prefill_eager,golden,memory,backbone,elementwise,12442.357,2.112
prefill_eager,golden,memory,backbone,elementwise,12445.077,7.552
prefill_eager,golden,memory,backbone,elementwise,12453.552,1.664
prefill_eager,golden,memory,backbone,elementwise,12455.952,2.368
prefill_eager,golden,memory,backbone,gdn_mamba,12510.206,2.112
prefill_eager,golden,memory,backbone,gdn_mamba,12587.939,4.16
prefill_eager,golden,memory,backbone,elementwise,12603.74,1.6
prefill_eager,golden,memory,backbone,gdn_mamba,12625.472,13.344
prefill_eager,golden,memory,backbone,gdn_mamba,12664.563,5.696
prefill_eager,golden,memory,backbone,gdn_mamba,12705.154,17.184
prefill_eager,golden,memory,backbone,gdn_mamba,12743.157,5.312
prefill_eager,golden,memory,backbone,elementwise,12773.47,1.76
prefill_eager,golden,memory,backbone,elementwise,12780.442,6.72
prefill_eager,golden,memory,backbone,elementwise,12832.736,1.6
prefill_eager,golden,memory,backbone,elementwise,12840.412,4.576
prefill_eager,golden,memory,backbone,elementwise,12849.444,1.92
prefill_eager,golden,compute,backbone,dense_gemm,12872.527,5.856
prefill_eager,golden,comm,comm,all_reduce,12900.351,22.401
prefill_eager,golden,compute,moe,shared_expert,13147.993,3.168
prefill_eager,golden,compute,backbone,dense_gemm,13151.19,5.312
prefill_eager,golden,compute,backbone,dense_gemm,13155.414,5.344
prefill_eager,golden,compute,moe,shared_expert,13161.131,2.176
prefill_eager,golden,compute,backbone,dense_gemm,13163.327,3.936
prefill_eager,golden,compute,backbone,dense_gemm,13166.047,4.32
prefill_eager,golden,compute,backbone,dense_gemm,13169.663,2.656
prefill_eager,golden,memory,backbone,elementwise,13172.731,2.24
prefill_eager,golden,memory,backbone,elementwise,13175.54,4.032
prefill_eager,golden,compute,moe,router,13179.612,2.752
prefill_eager,golden,compute,moe,router,13182.3,1.696
prefill_eager,golden,compute,moe,router,13184.447,5.6
prefill_eager,golden,compute,moe,moe_gemm,13236.603,34.464
prefill_eager,golden,compute,moe,moe_gemm,13269.275,19.104
prefill_eager,golden,compute,moe,router,13287.387,4.352
prefill_eager,golden,comm,comm,all_reduce,13309.633,2.336
prefill_eager,golden,comm,comm,all_reduce,13336.803,22.401
prefill_eager,golden,memory,backbone,elementwise,13591.081,3.296
prefill_eager,golden,compute,backbone,dense_gemm,13594.386,8.128
prefill_eager,golden,compute,backbone,dense_gemm,13601.33,4.384
prefill_eager,golden,compute,backbone,dense_gemm,13604.946,2.912
prefill_eager,golden,memory,backbone,elementwise,13608.771,1.6
prefill_eager,golden,memory,backbone,gdn_mamba,13611.127,6.272
prefill_eager,golden,memory,backbone,gdn_mamba,13617.988,2.496
prefill_eager,golden,memory,backbone,elementwise,13620.985,1.728
prefill_eager,golden,memory,backbone,elementwise,13623.341,8.032
prefill_eager,golden,memory,backbone,elementwise,13632.05,2.048
prefill_eager,golden,memory,backbone,elementwise,13634.726,2.496
prefill_eager,golden,memory,backbone,gdn_mamba,13669.958,2.176
prefill_eager,golden,memory,backbone,gdn_mamba,13697.92,4.16
prefill_eager,golden,memory,backbone,elementwise,13716.99,1.376
prefill_eager,golden,memory,backbone,gdn_mamba,13735.779,13.28
prefill_eager,golden,memory,backbone,gdn_mamba,13774.315,5.344
prefill_eager,golden,memory,backbone,gdn_mamba,13813.631,17.216
prefill_eager,golden,memory,backbone,gdn_mamba,13852.206,5.568
prefill_eager,golden,memory,backbone,elementwise,13881.057,2.144
prefill_eager,golden,memory,backbone,elementwise,13887.903,7.105
prefill_eager,golden,memory,backbone,elementwise,13938.491,1.376
prefill_eager,golden,memory,backbone,elementwise,13945.914,4.576
prefill_eager,golden,memory,backbone,elementwise,13955.073,1.824
prefill_eager,golden,compute,backbone,dense_gemm,13976.745,5.28
prefill_eager,golden,comm,comm,all_reduce,14003.394,22.401
prefill_eager,golden,compute,moe,shared_expert,14262.805,3.424
prefill_eager,golden,compute,backbone,dense_gemm,14266.288,5.312
prefill_eager,golden,compute,backbone,dense_gemm,14270.608,5.6
prefill_eager,golden,compute,moe,shared_expert,14276.856,1.92
prefill_eager,golden,compute,backbone,dense_gemm,14278.834,4.064
prefill_eager,golden,compute,backbone,dense_gemm,14281.522,4.608
prefill_eager,golden,compute,backbone,dense_gemm,14285.106,2.976
prefill_eager,golden,memory,backbone,elementwise,14288.907,2.464
prefill_eager,golden,memory,backbone,elementwise,14291.872,4.576
prefill_eager,golden,compute,moe,router,14296.487,2.785
prefill_eager,golden,compute,moe,router,14299.291,1.28
prefill_eager,golden,compute,moe,router,14301.101,5.76
prefill_eager,golden,compute,moe,moe_gemm,14340.353,29.664
prefill_eager,golden,compute,moe,moe_gemm,14368.801,14.912
prefill_eager,golden,compute,moe,router,14382.753,4.128
prefill_eager,golden,comm,comm,all_reduce,14407.297,2.4
prefill_eager,golden,comm,comm,all_reduce,14434.296,22.401
prefill_eager,golden,memory,backbone,elementwise,14701.932,3.328
prefill_eager,golden,compute,backbone,dense_gemm,14705.29,7.84
prefill_eager,golden,compute,backbone,dense_gemm,14711.946,4.384
prefill_eager,golden,compute,backbone,dense_gemm,14715.402,3.328
prefill_eager,golden,memory,backbone,elementwise,14719.436,1.824
prefill_eager,golden,memory,backbone,gdn_mamba,14721.957,6.369
prefill_eager,golden,memory,backbone,gdn_mamba,14728.876,2.592
prefill_eager,golden,memory,backbone,elementwise,14732.037,1.696
prefill_eager,golden,memory,backbone,elementwise,14734.46,8.128
prefill_eager,golden,memory,backbone,elementwise,14743.235,1.696
prefill_eager,golden,memory,backbone,elementwise,14745.668,2.4
prefill_eager,golden,memory,backbone,gdn_mamba,14766.639,2.208
prefill_eager,golden,memory,backbone,gdn_mamba,14798.569,4.769
prefill_eager,golden,memory,backbone,elementwise,14814.626,1.6
prefill_eager,golden,memory,backbone,gdn_mamba,14832.51,13.473
prefill_eager,golden,memory,backbone,gdn_mamba,14871.337,5.345
prefill_eager,golden,memory,backbone,gdn_mamba,14909.23,16.736
prefill_eager,golden,memory,backbone,gdn_mamba,14946.501,5.313
prefill_eager,golden,memory,backbone,elementwise,14974.763,1.888
prefill_eager,golden,memory,backbone,elementwise,14981.136,6.753
prefill_eager,golden,memory,backbone,elementwise,15033.817,3.04
prefill_eager,golden,memory,backbone,elementwise,15042.305,4.544
prefill_eager,golden,memory,backbone,elementwise,15051.688,1.792
prefill_eager,golden,compute,backbone,dense_gemm,15073.877,5.376
prefill_eager,golden,comm,comm,all_reduce,15101.191,22.401
prefill_eager,golden,compute,moe,shared_expert,15372.371,3.327
prefill_eager,golden,compute,backbone,dense_gemm,15375.699,5.344
prefill_eager,golden,compute,backbone,dense_gemm,15380.051,5.344
prefill_eager,golden,compute,moe,shared_expert,15386.101,2.24
prefill_eager,golden,compute,backbone,dense_gemm,15388.4,3.904
prefill_eager,golden,compute,backbone,dense_gemm,15391.088,4.48
prefill_eager,golden,compute,backbone,dense_gemm,15394.608,2.72
prefill_eager,golden,memory,backbone,elementwise,15397.731,2.24
prefill_eager,golden,memory,backbone,elementwise,15400.432,4.352
prefill_eager,golden,compute,moe,router,15404.752,3.072
prefill_eager,golden,compute,moe,router,15407.792,1.664
prefill_eager,golden,compute,moe,router,15409.839,5.728
prefill_eager,golden,compute,moe,moe_gemm,15437.211,30.144
prefill_eager,golden,compute,moe,moe_gemm,15465.563,16.96
prefill_eager,golden,compute,moe,router,15481.211,4.512
prefill_eager,golden,comm,comm,all_reduce,15505.079,2.304
prefill_eager,golden,comm,comm,all_reduce,15532.09,22.401
prefill_eager,golden,memory,backbone,elementwise,15809.758,3.488
prefill_eager,golden,compute,backbone,dense_gemm,15813.256,7.36
prefill_eager,golden,memory,backbone,elementwise,15821.136,1.888
prefill_eager,golden,memory,backbone,elementwise,15823.711,1.984
prefill_eager,golden,memory,backbone,elementwise,15826.343,3.008
prefill_eager,golden,compute,backbone,attention,15830.303,3.136
prefill_eager,golden,compute,backbone,attention,15833.459,12.832
prefill_eager,golden,memory,backbone,elementwise,15847.086,2.208
prefill_eager,golden,compute,backbone,dense_gemm,15849.303,5.408
prefill_eager,golden,comm,comm,all_reduce,15856.714,22.401
prefill_eager,golden,compute,moe,shared_expert,16080.798,3.136
prefill_eager,golden,compute,backbone,dense_gemm,16083.963,5.152
prefill_eager,golden,compute,backbone,dense_gemm,16088.155,5.344
prefill_eager,golden,compute,moe,shared_expert,16093.892,2.209
prefill_eager,golden,compute,backbone,dense_gemm,16096.111,4.16
prefill_eager,golden,compute,backbone,dense_gemm,16098.799,4.864
prefill_eager,golden,compute,backbone,dense_gemm,16102.479,3.168
prefill_eager,golden,memory,backbone,elementwise,16106.53,2.24
prefill_eager,golden,memory,backbone,elementwise,16109.33,4.128
prefill_eager,golden,compute,moe,router,16113.497,2.784
prefill_eager,golden,compute,moe,router,16116.301,1.312
prefill_eager,golden,compute,moe,router,16118.094,5.632
prefill_eager,golden,compute,moe,moe_gemm,16133.924,31.873
prefill_eager,golden,compute,moe,moe_gemm,16163.812,17.729
prefill_eager,golden,compute,moe,router,16180.037,4.768
prefill_eager,golden,comm,comm,all_reduce,16202.208,3.072
prefill_eager,golden,comm,comm,all_reduce,16228.838,22.401
prefill_eager,golden,memory,backbone,elementwise,16506.712,3.264
prefill_eager,golden,compute,backbone,dense_gemm,16509.912,8.064
prefill_eager,golden,compute,backbone,dense_gemm,16516.792,4.384
prefill_eager,golden,compute,backbone,dense_gemm,16520.28,3.456
prefill_eager,golden,memory,backbone,elementwise,16524.384,1.824
prefill_eager,golden,memory,backbone,gdn_mamba,16527.003,6.592
prefill_eager,golden,memory,backbone,gdn_mamba,16534.076,2.464
prefill_eager,golden,memory,backbone,elementwise,16537.041,1.792
prefill_eager,golden,memory,backbone,elementwise,16539.549,7.904
prefill_eager,golden,memory,backbone,elementwise,16548.072,2.048
prefill_eager,golden,memory,backbone,elementwise,16550.748,2.496
prefill_eager,golden,memory,backbone,gdn_mamba,16562.736,2.176
prefill_eager,golden,memory,backbone,gdn_mamba,16592.622,4.544
prefill_eager,golden,memory,backbone,elementwise,16608.473,1.44
prefill_eager,golden,memory,backbone,gdn_mamba,16627.013,13.248
prefill_eager,golden,memory,backbone,gdn_mamba,16669.276,5.408
prefill_eager,golden,memory,backbone,gdn_mamba,16708.214,16.512
prefill_eager,golden,memory,backbone,gdn_mamba,16745.398,5.568
prefill_eager,golden,memory,backbone,elementwise,16775.103,2.176
prefill_eager,golden,memory,backbone,elementwise,16782.03,6.944
prefill_eager,golden,memory,backbone,elementwise,16833.901,1.376
prefill_eager,golden,memory,backbone,elementwise,16841.568,4.512
prefill_eager,golden,memory,backbone,elementwise,16850.488,2.016
prefill_eager,golden,compute,backbone,dense_gemm,16872.184,5.248
prefill_eager,golden,comm,comm,all_reduce,16899.488,22.401
prefill_eager,golden,compute,moe,shared_expert,17274.45,3.295
prefill_eager,golden,compute,backbone,dense_gemm,17277.745,5.216
prefill_eager,golden,compute,backbone,dense_gemm,17282.161,5.504
prefill_eager,golden,compute,moe,shared_expert,17288.411,1.92
prefill_eager,golden,compute,backbone,dense_gemm,17290.38,3.936
prefill_eager,golden,compute,backbone,dense_gemm,17293.068,4.64
prefill_eager,golden,compute,backbone,dense_gemm,17296.492,3.136
prefill_eager,golden,memory,backbone,elementwise,17300.463,2.464
prefill_eager,golden,memory,backbone,elementwise,17303.427,4.543
prefill_eager,golden,compute,moe,router,17307.971,3.008
prefill_eager,golden,compute,moe,router,17311.028,1.312
prefill_eager,golden,compute,moe,router,17312.821,6.368
prefill_eager,golden,compute,moe,moe_gemm,17319.228,30.528
prefill_eager,golden,compute,moe,moe_gemm,17348.06,17.569
prefill_eager,golden,compute,moe,router,17364.413,4.416
prefill_eager,golden,comm,comm,all_reduce,17369.153,2.432
prefill_eager,golden,comm,comm,all_reduce,17373.303,22.401
prefill_eager,golden,memory,backbone,elementwise,17715.597,3.264
prefill_eager,golden,compute,backbone,dense_gemm,17718.881,8.288
prefill_eager,golden,compute,backbone,dense_gemm,17725.889,4.64
prefill_eager,golden,compute,backbone,dense_gemm,17729.761,3.072
prefill_eager,golden,memory,backbone,elementwise,17733.412,1.792
prefill_eager,golden,memory,backbone,gdn_mamba,17735.901,6.208
prefill_eager,golden,memory,backbone,gdn_mamba,17742.718,2.592
prefill_eager,golden,memory,backbone,elementwise,17745.771,2.112
prefill_eager,golden,memory,backbone,elementwise,17748.59,7.936
prefill_eager,golden,memory,backbone,elementwise,17757.223,1.664
prefill_eager,golden,memory,backbone,elementwise,17759.633,2.336
prefill_eager,golden,memory,backbone,gdn_mamba,17762.509,2.176
prefill_eager,golden,memory,backbone,gdn_mamba,17765.185,4.512
prefill_eager,golden,memory,backbone,elementwise,17770.198,1.633
prefill_eager,golden,memory,backbone,gdn_mamba,17772.587,13.408
prefill_eager,golden,memory,backbone,gdn_mamba,17786.299,5.728
prefill_eager,golden,memory,backbone,gdn_mamba,17808.262,16.608
prefill_eager,golden,memory,backbone,gdn_mamba,17845.542,5.376
prefill_eager,golden,memory,backbone,elementwise,17875.202,1.824
prefill_eager,golden,memory,backbone,elementwise,17881.708,6.656
prefill_eager,golden,memory,backbone,elementwise,17932.682,1.6
prefill_eager,golden,memory,backbone,elementwise,17940.545,4.576
prefill_eager,golden,memory,backbone,elementwise,17949.862,1.952
prefill_eager,golden,compute,backbone,dense_gemm,17972.044,5.312
prefill_eager,golden,comm,comm,all_reduce,17999.382,22.401
prefill_eager,golden,compute,moe,shared_expert,18386.623,3.2
prefill_eager,golden,compute,backbone,dense_gemm,18389.759,5.28
prefill_eager,golden,compute,backbone,dense_gemm,18394.047,5.472
prefill_eager,golden,compute,moe,shared_expert,18399.853,2.207
prefill_eager,golden,compute,backbone,dense_gemm,18402.06,4.064
prefill_eager,golden,compute,backbone,dense_gemm,18404.78,4.64
prefill_eager,golden,compute,backbone,dense_gemm,18408.46,2.688
prefill_eager,golden,memory,backbone,elementwise,18411.551,2.272
prefill_eager,golden,memory,backbone,elementwise,18414.392,4.384
prefill_eager,golden,compute,moe,router,18418.744,3.071
prefill_eager,golden,compute,moe,router,18421.816,1.664
prefill_eager,golden,compute,moe,router,18423.794,5.92
prefill_eager,golden,compute,moe,moe_gemm,18429.724,33.024
prefill_eager,golden,compute,moe,moe_gemm,18461.052,17.568
prefill_eager,golden,compute,moe,router,18477.34,4.448
prefill_eager,golden,comm,comm,all_reduce,18482.337,2.688
prefill_eager,golden,comm,comm,all_reduce,18486.527,22.401
prefill_eager,golden,memory,backbone,elementwise,18834.064,3.392
prefill_eager,golden,compute,backbone,dense_gemm,18837.466,8.096
prefill_eager,golden,compute,backbone,dense_gemm,18844.41,4.608
prefill_eager,golden,compute,backbone,dense_gemm,18848.026,3.296
prefill_eager,golden,memory,backbone,elementwise,18851.773,1.632
prefill_eager,golden,memory,backbone,gdn_mamba,18854.151,6.304
prefill_eager,golden,memory,backbone,gdn_mamba,18861.034,2.496
prefill_eager,golden,memory,backbone,elementwise,18863.933,2.144
prefill_eager,golden,memory,backbone,elementwise,18866.676,7.584
prefill_eager,golden,memory,backbone,elementwise,18875.074,2.016
prefill_eager,golden,memory,backbone,elementwise,18877.728,2.432
prefill_eager,golden,memory,backbone,gdn_mamba,18880.759,2.176
prefill_eager,golden,memory,backbone,gdn_mamba,18883.524,4.256
prefill_eager,golden,memory,backbone,elementwise,18888.359,1.44
prefill_eager,golden,memory,backbone,gdn_mamba,18890.624,13.28
prefill_eager,golden,memory,backbone,gdn_mamba,18904.758,5.76
prefill_eager,golden,memory,backbone,gdn_mamba,18912.334,17.152
prefill_eager,golden,memory,backbone,gdn_mamba,18950.491,5.568
prefill_eager,golden,memory,backbone,elementwise,18978.999,2.144
prefill_eager,golden,memory,backbone,elementwise,18985.756,6.497
prefill_eager,golden,memory,backbone,elementwise,19037.925,3.072
prefill_eager,golden,memory,backbone,elementwise,19046.18,4.544
prefill_eager,golden,memory,backbone,elementwise,19055.759,1.6
prefill_eager,golden,compute,backbone,dense_gemm,19077.177,5.504
prefill_eager,golden,comm,comm,all_reduce,19103.874,22.401
prefill_eager,golden,compute,moe,shared_expert,19500.666,3.392
prefill_eager,golden,compute,backbone,dense_gemm,19504.087,5.216
prefill_eager,golden,compute,backbone,dense_gemm,19508.311,5.408
prefill_eager,golden,compute,moe,shared_expert,19514.396,1.92
prefill_eager,golden,compute,backbone,dense_gemm,19516.326,3.936
prefill_eager,golden,compute,backbone,dense_gemm,19519.238,4.288
prefill_eager,golden,compute,backbone,dense_gemm,19522.63,2.848
prefill_eager,golden,memory,backbone,elementwise,19525.782,2.496
prefill_eager,golden,memory,backbone,elementwise,19528.838,4.128
prefill_eager,golden,compute,moe,router,19532.995,2.784
prefill_eager,golden,compute,moe,router,19535.809,1.344
prefill_eager,golden,compute,moe,router,19537.712,5.823
prefill_eager,golden,compute,moe,moe_gemm,19543.536,33.217
prefill_eager,golden,compute,moe,moe_gemm,19574.961,18.24
prefill_eager,golden,compute,moe,router,19591.985,4.416
prefill_eager,golden,comm,comm,all_reduce,19596.911,2.528
prefill_eager,golden,comm,comm,all_reduce,19601.176,22.401
prefill_eager,golden,memory,backbone,elementwise,19945.572,3.168
prefill_eager,golden,compute,backbone,dense_gemm,19948.769,7.488
prefill_eager,golden,memory,backbone,elementwise,19956.63,2.048
prefill_eager,golden,memory,backbone,elementwise,19959.316,2.208
prefill_eager,golden,memory,backbone,elementwise,19962.103,3.04
prefill_eager,golden,compute,backbone,attention,19965.467,3.168
prefill_eager,golden,compute,backbone,attention,19968.684,12.704
prefill_eager,golden,memory,backbone,elementwise,19982.242,2.528
prefill_eager,golden,compute,backbone,dense_gemm,19984.81,5.409
prefill_eager,golden,comm,comm,all_reduce,19992.025,22.401
prefill_eager,golden,compute,moe,shared_expert,20214.234,3.327
prefill_eager,golden,compute,backbone,dense_gemm,20217.561,5.216
prefill_eager,golden,compute,backbone,dense_gemm,20221.849,5.504
prefill_eager,golden,compute,moe,shared_expert,20227.815,1.92
prefill_eager,golden,compute,backbone,dense_gemm,20229.784,4.0
prefill_eager,golden,compute,backbone,dense_gemm,20232.344,4.768
prefill_eager,golden,compute,backbone,dense_gemm,20236.12,2.752
prefill_eager,golden,memory,backbone,elementwise,20239.186,2.496
prefill_eager,golden,memory,backbone,elementwise,20242.114,4.383
prefill_eager,golden,compute,moe,router,20246.497,2.976
prefill_eager,golden,compute,moe,router,20249.441,1.664
prefill_eager,golden,compute,moe,router,20251.596,5.664
prefill_eager,golden,compute,moe,moe_gemm,20257.299,35.2
prefill_eager,golden,compute,moe,moe_gemm,20290.579,19.937
prefill_eager,golden,compute,moe,router,20309.428,4.704
prefill_eager,golden,comm,comm,all_reduce,20315.065,3.264
prefill_eager,golden,comm,comm,all_reduce,20320.311,22.401
prefill_eager,golden,memory,backbone,elementwise,20657.178,3.648
