num_context_tokens,num_decode_tokens,latency_ms
128,0,1612.656
4096,0,3697.769
1024,0,83.059
4096,0,115.965
128,0,36.124
1024,0,75.204
128,0,36.364
1024,0,76.017
4096,0,116.012
128,0,35.560
4096,0,123.875
128,0,36.196
1024,0,75.445
4096,0,115.761
4096,0,113.073
0,1,195.343
0,1,9.828
0,1,9.976
0,1,9.965
0,1,9.979
0,1,9.894
0,1,10.106
4096,0,113.958
0,1,1462.000
0,1,231.181
0,1,9.732
0,1,9.929
0,1,9.933
0,1,9.879
0,1,10.066
4096,0,113.604
0,1,345.200
8191,1,686.966
4097,2,611.789
0,4,37.953
0,4,16.468
0,4,13.150
0,4,13.461
0,3,13.262
0,3,11.780
0,2,10.833
4096,0,113.649
0,1,9.950
0,1,9.963
0,1,10.057
0,1,10.035
0,1,10.035
0,1,9.919
0,1,10.065
4096,0,113.929
0,1,135.839
0,1,10.268
0,1,10.035
0,1,9.984
0,1,10.072
0,1,10.039
0,1,10.158
4096,0,113.586
0,1,240.368
8191,1,286.158
4097,2,111.399
0,4,10.846
0,4,10.995
0,4,10.998
0,4,11.258
0,3,11.082
0,3,11.346
0,2,10.789
4096,0,114.871
0,1,9.920
0,1,9.911
0,1,9.950
0,1,10.047
0,1,9.946
0,1,9.990
0,1,10.027
4096,0,115.203
0,1,135.807
0,1,10.143
0,1,9.946
0,1,10.013
0,1,9.976
0,1,9.999
0,1,10.094
4096,0,114.376
0,1,240.408
8191,1,252.241
4097,2,125.135
0,4,13.047
0,4,13.165
0,4,13.151
0,4,13.188
0,3,13.077
0,3,11.553
0,2,12.153
4096,0,115.562
0,1,9.871
0,1,9.993
0,1,10.003
0,1,10.106
0,1,10.085
0,1,10.000
0,1,10.128
4096,0,114.505
0,1,135.818
0,1,9.829
0,1,9.866
0,1,9.951
0,1,10.028
0,1,9.999
0,1,10.137
4096,0,116.415
0,1,240.226
8191,1,252.244
4097,2,125.133
0,4,13.111
0,4,13.065
0,4,13.167
0,4,13.418
0,3,13.078
0,3,11.647
0,2,12.542
4096,0,113.510
0,1,9.927
0,1,10.011
0,1,10.048
0,1,10.162
0,1,10.042
0,1,10.043
0,1,10.165
4096,0,113.431
0,1,135.865
0,1,9.999
0,1,9.873
0,1,10.014
0,1,9.958
0,1,9.900
0,1,10.105
4096,0,115.226
0,1,240.270
8191,1,261.137
4097,2,110.592
0,4,11.074
0,4,11.265
0,4,11.434
0,4,11.465
0,3,11.215
0,3,11.755
0,2,10.815
4096,0,113.821
0,1,9.947
0,1,10.008
0,1,10.047
0,1,10.139
0,1,10.026
0,1,10.084
0,1,10.117
4096,0,114.895
0,1,135.801
0,1,9.935
0,1,9.901
0,1,9.993
0,1,10.049
0,1,9.944
0,1,10.165
4096,0,115.239
0,1,240.299
8191,1,261.100
4097,2,110.412
0,4,11.081
0,4,11.072
0,4,11.197
0,4,11.348
0,3,11.161
0,3,11.432
0,2,10.724
1024,0,82.432
0,1,158.525
0,1,9.729
8191,1,391.167
8190,2,288.145
6147,5,150.863
0,8,11.900
0,8,12.000
0,8,12.179
0,8,12.266
0,8,12.306
0,8,12.401
0,8,12.438
0,8,12.657
0,8,12.354
0,8,12.492
0,8,12.674
0,8,12.627
0,8,12.618
0,8,12.702
0,8,12.687
0,8,12.589
0,8,12.536
0,8,12.622
0,8,12.572
0,8,12.734
0,8,12.716
0,8,12.693
0,8,12.708
0,8,12.826
0,8,12.719
0,8,12.705
0,7,12.835
0,7,13.012
4096,7,1479.564
1024,7,3749.527
7168,5,168.880
0,5,5234.849
6144,5,255.528
0,8,249.870
0,8,17.546
0,8,14.069
0,8,14.007
0,8,14.204
0,8,14.164
0,8,14.191
0,8,14.240
0,8,14.404
0,8,14.179
0,8,14.420
0,8,14.304
0,8,14.411
0,8,14.291
0,8,14.316
0,8,14.262
0,8,14.455
0,8,14.274
0,8,14.385
0,8,14.369
0,8,14.467
0,8,14.371
0,8,14.536
0,8,14.399
0,8,14.485
0,8,14.352
0,8,14.561
0,7,14.312
0,6,13.155
0,3,12.683
0,3,12.968
293,0,92.376
0,1,35.164
8191,1,218.669
6434,2,5303.110
8188,4,267.701
5837,6,327.496
0,9,195.726
0,9,14.661
0,9,20.274
0,9,14.334
0,9,20.398
0,9,14.349
0,9,20.373
0,9,14.484
0,9,14.484
0,9,14.586
0,9,14.469
0,9,14.562
0,9,14.564
0,9,20.372
0,9,14.470
0,9,14.569
0,9,20.579
0,9,14.617
0,9,14.593
0,9,20.669
0,9,14.656
0,9,14.734
0,9,20.555
0,9,14.778
0,9,14.559
0,9,14.679
0,9,20.651
0,9,14.829
0,9,20.479
0,9,14.644
0,9,14.617
0,9,20.574
0,9,14.742
0,9,14.688
0,9,14.536
0,9,14.767
0,9,14.618
0,9,14.736
0,9,14.524
0,9,14.703
0,9,14.677
0,9,14.767
0,9,14.661
0,9,14.660
0,9,20.651
0,9,14.756
0,9,14.640
0,9,14.654
0,9,14.579
0,9,20.571
0,9,14.757
0,9,14.706
0,9,20.738
0,9,14.633
0,9,14.679
0,9,14.718
0,9,14.596
0,9,14.736
0,9,14.761
0,9,14.612
0,9,20.649
0,9,14.688
0,9,14.684
0,9,14.724
0,9,14.661
0,9,14.632
0,9,14.667
0,9,14.669
0,9,20.819
0,9,14.606
0,9,14.629
0,9,20.647
0,9,14.580
0,9,20.679
0,9,14.645
0,9,14.759
0,9,14.652
0,9,14.737
0,9,14.712
0,9,14.758
0,9,14.625
0,9,14.709
0,9,14.634
0,9,14.720
0,9,20.593
0,9,20.794
0,9,14.610
0,9,14.755
0,9,14.767
0,9,14.621
0,9,20.573
0,9,14.788
0,9,14.753
0,9,14.665
0,9,14.657
0,9,14.669
0,9,14.744
0,9,14.555
0,8,13.198
0,8,31.535
0,8,40.839
8184,8,192.155
7809,8,193.629
0,9,14.677
0,9,14.751
0,8,18.901
0,8,19.159
0,8,193.099
0,8,184.920
0,8,19.426
0,8,19.090
0,8,13.076
0,8,12.999
0,8,13.216
0,8,12.903
0,8,13.101
0,8,18.816
0,8,19.095
4185,8,112.509
0,9,14.545
0,9,14.554
0,9,20.825
0,8,12.785
0,8,13.289
0,8,3857.588
0,8,22.613
0,8,12.903
4668,8,123.096
0,9,20.349
0,9,14.637
0,9,20.527
0,9,14.679
0,9,20.700
0,9,14.671
0,9,20.670
0,9,14.723
0,9,14.659
0,9,14.743
0,9,14.697
0,9,14.671
0,9,14.673
0,9,14.670
0,9,14.656
0,9,14.704
0,9,20.790
0,9,14.652
0,9,14.637
0,9,20.559
0,9,14.665
0,8,13.299
0,8,19.279
0,8,192.022
0,8,176.215
0,8,13.364
0,8,19.137
0,8,13.334
0,8,19.192
0,8,19.053
0,8,13.102
0,8,19.000
0,8,13.135
0,8,13.386
0,8,13.115
0,8,13.407
0,8,12.912
0,8,13.102
0,8,13.204
0,8,13.124
0,8,13.043
0,8,13.087
0,8,18.947
0,8,13.209
0,8,19.015
0,8,13.159
0,8,13.025
0,8,13.282
0,8,12.974
0,8,19.046
0,8,13.080
0,8,13.155
0,8,13.051
0,8,13.267
0,8,13.044
0,8,13.239
0,8,12.850
0,8,13.192
0,8,13.006
0,8,13.255
0,8,19.103
0,8,13.174
0,8,13.108
0,8,13.216
0,8,18.989
0,8,13.324
0,8,12.956
0,8,19.401
0,8,19.206
0,8,13.089
0,8,13.102
0,8,18.968
0,8,13.076
0,8,19.254
0,8,13.251
274,8,36.223
0,9,14.620
0,9,14.607
0,9,14.518
0,9,14.581
0,9,14.569
0,9,14.594
0,9,14.562
0,9,14.684
0,9,14.525
0,9,14.605
0,9,14.599
0,9,14.689
0,9,14.514
0,9,14.648
0,9,14.553
0,9,14.524
0,9,14.528
0,9,14.552
0,9,14.435
0,9,14.564
0,9,14.467
0,9,14.617
